Order#,Style#,fStyle#,Customer,Ordered,Picked/Shipped,Open,Order Date,Quoted Date,Ship Date,Price,Status
ORD010625,STY0104,FSTY0073,Customer11,945,764,87,2024-12-01,2024-12-13,2024-12-13,27.15,Shipped
ORD010626,STY0257,FSTY0203,Customer10,625,825,13,2025-07-05,2025-08-04,2025-08-04,62.72,Partial
ORD010627,STY0267,FSTY0243,Customer43,347,250,33,2025-01-10,2025-01-23,2025-01-23,123.62,Shipped
ORD010628,STY0275,FSTY0024,Customer45,221,519,19,2025-04-21,2025-05-07,2025-05-07,35.36,Complete
ORD010629,STY0198,FSTY0155,Customer13,274,503,36,2025-05-27,2025-06-21,2025-06-21,183.56,Shipped
ORD010630,STY0182,FSTY0185,Customer14,411,676,24,2024-12-22,2025-01-02,2025-01-02,173.28,Complete
ORD010631,STY0254,FSTY0155,Customer11,579,133,43,2025-05-19,2025-06-18,2025-06-18,91.34,Open
ORD010632,STY0295,FSTY0168,Customer40,210,162,24,2025-06-20,2025-07-12,2025-07-12,133.31,Shipped
ORD010633,STY0148,FSTY0290,Customer48,106,104,57,2025-06-23,2025-06-29,2025-06-29,181.28,Shipped
ORD010634,STY0250,FSTY0242,Customer48,545,355,5,2025-03-25,2025-04-22,2025-04-22,21.76,Partial
ORD010635,STY0178,FSTY0192,Customer05,363,686,21,2025-07-19,2025-07-24,2025-07-24,144.84,Partial
ORD010636,STY0070,FSTY0167,Customer47,262,369,72,2024-10-15,2024-10-21,2024-10-21,177.59,Open
ORD010637,STY0075,FSTY0285,Customer46,78,485,55,2025-04-13,2025-04-17,2025-04-17,184.66,Partial
ORD010638,STY0250,FSTY0154,Customer41,868,201,26,2024-12-23,2025-01-10,2025-01-10,189.79,Shipped
ORD010639,STY0277,FSTY0010,Customer22,331,118,50,2025-07-09,2025-08-03,2025-08-03,78.85,Open
ORD010640,STY0008,FSTY0247,Customer23,26,81,18,2025-04-30,2025-05-13,2025-05-13,34.93,Partial
ORD010641,STY0159,FSTY0166,Customer17,430,214,62,2025-02-23,2025-03-08,2025-03-08,162.73,Open
ORD010642,STY0194,FSTY0035,Customer20,435,94,19,2025-04-29,2025-05-10,2025-05-10,31.3,Shipped
ORD010643,STY0142,FSTY0289,Customer44,383,86,14,2025-04-03,2025-04-10,2025-04-10,121.57,Open
ORD010644,STY0205,FSTY0062,Customer08,992,525,3,2025-03-28,2025-04-05,2025-04-05,67.26,Shipped
ORD010645,STY0021,FSTY0098,Customer46,86,335,59,2025-04-16,2025-04-29,2025-04-29,148.92,Open
ORD010646,STY0206,FSTY0225,Customer08,41,811,99,2025-06-20,2025-07-02,2025-07-02,149.83,Complete
ORD010647,STY0231,FSTY0016,Customer32,484,395,22,2024-11-19,2024-11-24,2024-11-24,109.22,Partial
ORD010648,STY0184,FSTY0241,Customer30,881,307,9,2025-01-15,2025-02-03,2025-02-03,50.34,Open
ORD010649,STY0274,FSTY0235,Customer25,173,37,13,2024-10-23,2024-11-19,2024-11-19,133.46,Shipped
ORD010650,STY0250,FSTY0171,Customer37,367,319,38,2024-09-29,2024-10-24,2024-10-24,100.12,Open
ORD010651,STY0055,FSTY0227,Customer42,413,696,57,2024-12-16,2024-12-19,2024-12-19,116.76,Partial
ORD010652,STY0300,FSTY0199,Customer29,31,742,65,2024-11-13,2024-11-24,2024-11-24,127.76,Shipped
ORD010653,STY0284,FSTY0282,Customer07,617,587,94,2025-08-10,2025-09-04,2025-09-04,83.04,Complete
ORD010654,STY0270,FSTY0081,Customer19,854,494,26,2024-11-29,2024-12-12,2024-12-12,138.24,Complete
ORD010655,STY0238,FSTY0185,Customer36,997,45,51,2025-01-05,2025-01-29,2025-01-29,153.92,Shipped
ORD010656,STY0018,FSTY0246,Customer16,299,822,77,2024-12-30,2025-01-29,2025-01-29,178.47,Partial
ORD010657,STY0099,FSTY0036,Customer15,594,342,0,2024-08-31,2024-09-10,2024-09-10,33.26,Partial
ORD010658,STY0090,FSTY0203,Customer27,865,374,52,2024-12-03,2024-12-20,2024-12-20,124.94,Complete
ORD010659,STY0180,FSTY0148,Customer10,916,605,6,2024-12-01,2024-12-23,2024-12-23,113.58,Complete
ORD010660,STY0124,FSTY0029,Customer33,900,205,53,2025-04-30,2025-05-28,2025-05-28,36.46,Partial
ORD010661,STY0199,FSTY0207,Customer38,755,835,26,2025-04-07,2025-04-24,2025-04-24,91.13,Shipped
ORD010662,STY0204,FSTY0247,Customer21,368,262,53,2025-03-03,2025-03-27,2025-03-27,127.2,Partial
ORD010663,STY0093,FSTY0117,Customer43,729,891,34,2024-10-23,2024-11-08,2024-11-08,161.27,Partial
ORD010664,STY0221,FSTY0284,Customer36,398,879,68,2025-02-24,2025-03-22,2025-03-22,10.31,Partial
ORD010665,STY0047,FSTY0246,Customer12,542,104,7,2025-07-16,2025-08-03,2025-08-03,117.85,Open
ORD010666,STY0275,FSTY0285,Customer22,45,718,13,2025-07-06,2025-07-07,2025-07-07,10.77,Partial
ORD010667,STY0300,FSTY0202,Customer44,693,617,28,2025-05-11,2025-05-26,2025-05-26,18.53,Complete
ORD010668,STY0248,FSTY0021,Customer15,293,856,45,2025-05-13,2025-06-03,2025-06-03,161.0,Open
ORD010669,STY0141,FSTY0224,Customer21,241,563,24,2025-03-28,2025-04-14,2025-04-14,54.04,Complete
ORD010670,STY0059,FSTY0224,Customer31,879,49,68,2024-12-11,2025-01-06,2025-01-06,138.04,Shipped
ORD010671,STY0228,FSTY0234,Customer03,507,712,9,2025-05-12,2025-05-30,2025-05-30,122.48,Open
ORD010672,STY0115,FSTY0122,Customer46,267,722,77,2025-07-19,2025-07-28,2025-07-28,48.57,Partial
ORD010673,STY0123,FSTY0122,Customer02,17,845,21,2025-06-26,2025-07-03,2025-07-03,76.32,Partial
ORD010674,STY0133,FSTY0016,Customer03,850,436,89,2024-09-17,2024-10-08,2024-10-08,147.5,Open
ORD010675,STY0279,FSTY0096,Customer04,735,791,9,2024-11-06,2024-11-21,2024-11-21,26.38,Open
ORD010676,STY0006,FSTY0238,Customer38,935,671,31,2025-05-03,2025-05-15,2025-05-15,90.51,Complete
ORD010677,STY0022,FSTY0067,Customer50,783,225,87,2025-03-31,2025-04-11,2025-04-11,191.39,Shipped
ORD010678,STY0260,FSTY0296,Customer45,441,175,89,2024-12-17,2024-12-29,2024-12-29,197.33,Open
ORD010679,STY0039,FSTY0260,Customer27,622,636,47,2025-07-26,2025-08-12,2025-08-12,34.27,Complete
ORD010680,STY0068,FSTY0222,Customer17,453,713,93,2025-01-02,2025-01-12,2025-01-12,140.33,Shipped
ORD010681,STY0192,FSTY0060,Customer17,629,813,71,2024-09-26,2024-10-08,2024-10-08,45.33,Shipped
ORD010682,STY0264,FSTY0190,Customer48,730,770,56,2025-04-25,2025-05-13,2025-05-13,168.48,Complete
ORD010683,STY0103,FSTY0196,Customer31,578,30,52,2025-01-12,2025-01-15,2025-01-15,160.33,Open
ORD010684,STY0262,FSTY0278,Customer32,991,101,92,2025-03-16,2025-04-07,2025-04-07,137.66,Partial
ORD010685,STY0199,FSTY0083,Customer24,129,648,29,2024-12-10,2024-12-22,2024-12-22,136.54,Open
ORD010686,STY0226,FSTY0097,Customer08,606,556,7,2025-01-19,2025-01-30,2025-01-30,118.25,Open
ORD010687,STY0250,FSTY0156,Customer35,544,273,37,2024-09-03,2024-09-21,2024-09-21,128.17,Partial
ORD010688,STY0086,FSTY0255,Customer11,937,311,83,2025-07-11,2025-07-18,2025-07-18,118.45,Complete
ORD010689,STY0181,FSTY0031,Customer17,320,755,38,2025-06-05,2025-06-30,2025-06-30,15.78,Partial
ORD010690,STY0280,FSTY0238,Customer33,123,285,59,2025-04-22,2025-05-22,2025-05-22,148.38,Open
ORD010691,STY0243,FSTY0263,Customer21,460,295,15,2025-04-27,2025-05-21,2025-05-21,73.73,Complete
ORD010692,STY0035,FSTY0172,Customer45,550,774,86,2025-02-09,2025-03-04,2025-03-04,148.45,Shipped
ORD010693,STY0215,FSTY0208,Customer40,831,463,70,2024-09-19,2024-09-27,2024-09-27,199.96,Complete
ORD010694,STY0066,FSTY0075,Customer05,905,285,99,2024-11-21,2024-12-19,2024-12-19,143.91,Open
ORD010695,STY0214,FSTY0095,Customer04,704,94,36,2025-03-20,2025-04-15,2025-04-15,42.36,Open
ORD010696,STY0265,FSTY0091,Customer24,750,175,57,2024-12-05,2024-12-23,2024-12-23,97.39,Shipped
ORD010697,STY0007,FSTY0102,Customer13,279,676,94,2025-06-23,2025-07-11,2025-07-11,121.11,Open
ORD010698,STY0288,FSTY0154,Customer44,31,245,74,2025-02-25,2025-03-09,2025-03-09,26.79,Complete
ORD010699,STY0267,FSTY0268,Customer41,598,440,35,2024-09-29,2024-10-18,2024-10-18,179.85,Complete
ORD010700,STY0111,FSTY0154,Customer26,575,307,41,2025-04-03,2025-04-24,2025-04-24,41.68,Open
ORD010701,STY0155,FSTY0241,Customer05,436,840,85,2025-07-22,2025-08-13,2025-08-13,55.23,Partial
ORD010702,STY0106,FSTY0222,Customer48,316,795,59,2025-03-16,2025-04-15,2025-04-15,199.42,Complete
ORD010703,STY0098,FSTY0072,Customer50,175,755,52,2024-09-05,2024-09-14,2024-09-14,126.86,Open
ORD010704,STY0201,FSTY0149,Customer43,508,774,14,2025-04-01,2025-04-07,2025-04-07,173.33,Partial
ORD010705,STY0091,FSTY0250,Customer39,885,64,72,2025-07-17,2025-08-09,2025-08-09,129.98,Shipped
ORD010706,STY0283,FSTY0224,Customer30,855,82,11,2025-05-07,2025-06-04,2025-06-04,137.61,Shipped
ORD010707,STY0217,FSTY0133,Customer33,574,776,62,2025-03-13,2025-04-08,2025-04-08,96.56,Complete
ORD010708,STY0191,FSTY0167,Customer50,215,164,37,2024-12-22,2025-01-08,2025-01-08,26.07,Shipped
ORD010709,STY0078,FSTY0207,Customer32,487,394,35,2024-09-13,2024-09-30,2024-09-30,76.73,Shipped
ORD010710,STY0133,FSTY0272,Customer29,267,759,50,2024-12-09,2024-12-11,2024-12-11,47.91,Shipped
ORD010711,STY0088,FSTY0174,Customer27,155,279,26,2025-04-11,2025-05-11,2025-05-11,91.73,Partial
ORD010712,STY0028,FSTY0057,Customer16,295,491,31,2025-03-09,2025-03-16,2025-03-16,81.12,Shipped
ORD010713,STY0107,FSTY0141,Customer06,678,145,91,2024-11-26,2024-12-22,2024-12-22,32.99,Shipped
ORD010714,STY0267,FSTY0133,Customer05,438,609,27,2025-07-16,2025-08-04,2025-08-04,118.12,Shipped
ORD010715,STY0039,FSTY0243,Customer11,555,400,56,2025-07-14,2025-08-11,2025-08-11,193.53,Complete
ORD010716,STY0011,FSTY0178,Customer23,388,634,22,2025-05-25,2025-06-10,2025-06-10,57.72,Open
ORD010717,STY0139,FSTY0094,Customer13,870,126,65,2025-01-27,2025-02-22,2025-02-22,184.16,Complete
ORD010718,STY0155,FSTY0225,Customer46,416,236,16,2025-04-02,2025-04-18,2025-04-18,123.83,Open
ORD010719,STY0187,FSTY0070,Customer14,46,806,81,2024-11-14,2024-11-24,2024-11-24,10.56,Complete
ORD010720,STY0259,FSTY0095,Customer03,779,474,91,2025-06-28,2025-07-04,2025-07-04,22.79,Open
ORD010721,STY0070,FSTY0223,Customer22,99,424,43,2024-12-23,2025-01-20,2025-01-20,163.0,Open
ORD010722,STY0120,FSTY0078,Customer49,332,88,37,2025-06-06,2025-06-10,2025-06-10,190.87,Partial
ORD010723,STY0088,FSTY0056,Customer11,426,142,40,2024-12-20,2025-01-19,2025-01-19,187.82,Partial
ORD010724,STY0179,FSTY0118,Customer16,962,219,55,2025-02-17,2025-02-27,2025-02-27,122.03,Partial
ORD010725,STY0251,FSTY0106,Customer05,986,592,18,2025-05-29,2025-06-22,2025-06-22,20.83,Partial
ORD010726,STY0164,FSTY0130,Customer07,840,644,20,2025-07-03,2025-07-05,2025-07-05,38.79,Open
ORD010727,STY0211,FSTY0129,Customer45,228,235,88,2025-05-24,2025-06-18,2025-06-18,153.83,Shipped
ORD010728,STY0177,FSTY0096,Customer01,118,349,36,2025-03-06,2025-03-30,2025-03-30,90.41,Complete
ORD010729,STY0148,FSTY0006,Customer48,140,703,11,2024-11-16,2024-11-25,2024-11-25,67.9,Partial
ORD010730,STY0047,FSTY0190,Customer42,558,378,92,2025-03-04,2025-03-27,2025-03-27,177.06,Shipped
ORD010731,STY0244,FSTY0244,Customer08,849,654,98,2025-07-16,2025-08-09,2025-08-09,175.92,Complete
ORD010732,STY0165,FSTY0212,Customer06,796,36,19,2025-06-30,2025-07-28,2025-07-28,124.36,Partial
ORD010733,STY0169,FSTY0137,Customer35,413,248,63,2025-07-24,2025-08-17,2025-08-17,131.32,Shipped
ORD010734,STY0222,FSTY0183,Customer30,690,677,61,2025-07-10,2025-08-01,2025-08-01,17.96,Partial
ORD010735,STY0258,FSTY0292,Customer47,370,731,40,2024-10-06,2024-10-12,2024-10-12,168.02,Complete
ORD010736,STY0023,FSTY0215,Customer33,147,296,17,2025-08-24,2025-09-05,2025-09-05,173.13,Open
ORD010737,STY0098,FSTY0025,Customer12,61,380,32,2025-01-08,2025-01-18,2025-01-18,19.62,Partial
ORD010738,STY0083,FSTY0045,Customer49,933,874,30,2024-11-07,2024-11-17,2024-11-17,169.86,Open
ORD010739,STY0043,FSTY0226,Customer37,30,112,29,2025-03-09,2025-04-04,2025-04-04,182.22,Shipped
ORD010740,STY0289,FSTY0062,Customer35,379,875,60,2025-04-24,2025-05-08,2025-05-08,48.83,Complete
ORD010741,STY0094,FSTY0187,Customer10,367,445,75,2025-06-15,2025-07-15,2025-07-15,11.6,Open
ORD010742,STY0160,FSTY0268,Customer15,525,717,12,2025-05-17,2025-06-16,2025-06-16,196.83,Shipped
ORD010743,STY0236,FSTY0065,Customer46,912,274,43,2024-09-20,2024-10-13,2024-10-13,133.83,Partial
ORD010744,STY0299,FSTY0119,Customer44,599,803,19,2025-01-08,2025-02-02,2025-02-02,133.42,Open
ORD010745,STY0192,FSTY0083,Customer22,666,531,55,2024-12-06,2025-01-01,2025-01-01,109.65,Complete
ORD010746,STY0106,FSTY0035,Customer17,724,582,9,2025-07-22,2025-08-13,2025-08-13,188.32,Shipped
ORD010747,STY0182,FSTY0043,Customer15,95,86,73,2025-04-12,2025-04-25,2025-04-25,41.2,Shipped
ORD010748,STY0249,FSTY0011,Customer31,168,681,24,2024-10-02,2024-10-26,2024-10-26,61.79,Shipped
ORD010749,STY0137,FSTY0005,Customer16,500,775,51,2025-08-12,2025-09-06,2025-09-06,39.77,Complete
ORD010750,STY0247,FSTY0043,Customer07,307,131,14,2024-10-03,2024-10-23,2024-10-23,181.96,Shipped
ORD010751,STY0183,FSTY0269,Customer39,561,182,4,2025-01-27,2025-02-23,2025-02-23,70.1,Shipped
ORD010752,STY0095,FSTY0082,Customer37,883,245,40,2025-01-03,2025-01-16,2025-01-16,104.43,Complete
ORD010753,STY0189,FSTY0094,Customer04,985,333,22,2024-10-15,2024-11-12,2024-11-12,42.87,Partial
ORD010754,STY0089,FSTY0159,Customer10,295,655,14,2025-08-19,2025-08-30,2025-08-30,198.38,Partial
ORD010755,STY0249,FSTY0156,Customer06,383,706,12,2025-02-10,2025-02-20,2025-02-20,60.57,Shipped
ORD010756,STY0164,FSTY0060,Customer25,634,242,44,2025-05-12,2025-05-31,2025-05-31,29.86,Complete
ORD010757,STY0240,FSTY0246,Customer39,53,651,38,2025-07-25,2025-08-05,2025-08-05,123.35,Shipped
ORD010758,STY0213,FSTY0279,Customer46,351,516,2,2025-04-22,2025-05-16,2025-05-16,84.03,Complete
ORD010759,STY0213,FSTY0059,Customer20,566,503,88,2025-04-04,2025-04-25,2025-04-25,169.61,Open
ORD010760,STY0228,FSTY0227,Customer48,866,328,96,2025-05-29,2025-06-09,2025-06-09,113.19,Partial
ORD010761,STY0215,FSTY0234,Customer13,522,50,50,2024-09-01,2024-09-10,2024-09-10,182.13,Shipped
ORD010762,STY0176,FSTY0223,Customer07,369,519,97,2025-03-23,2025-04-04,2025-04-04,130.29,Open
ORD010763,STY0021,FSTY0069,Customer16,602,111,64,2025-05-22,2025-05-30,2025-05-30,184.43,Complete
ORD010764,STY0254,FSTY0232,Customer19,352,319,32,2024-12-23,2025-01-21,2025-01-21,165.33,Shipped
ORD010765,STY0123,FSTY0108,Customer01,522,431,43,2025-06-23,2025-07-10,2025-07-10,199.8,Partial
ORD010766,STY0263,FSTY0011,Customer17,102,874,81,2025-04-19,2025-05-03,2025-05-03,139.7,Partial
ORD010767,STY0299,FSTY0275,Customer25,845,405,48,2024-12-14,2025-01-07,2025-01-07,101.41,Shipped
ORD010768,STY0280,FSTY0121,Customer22,217,379,66,2025-02-11,2025-03-01,2025-03-01,26.62,Complete
ORD010769,STY0240,FSTY0065,Customer31,405,463,74,2025-05-29,2025-06-19,2025-06-19,136.14,Partial
ORD010770,STY0121,FSTY0033,Customer25,109,249,24,2025-05-03,2025-05-30,2025-05-30,45.42,Complete
ORD010771,STY0024,FSTY0235,Customer04,843,477,39,2025-07-05,2025-07-20,2025-07-20,168.15,Open
ORD010772,STY0249,FSTY0017,Customer19,380,223,99,2025-02-10,2025-02-12,2025-02-12,65.27,Open
ORD010773,STY0036,FSTY0145,Customer40,869,744,69,2025-03-08,2025-03-25,2025-03-25,172.63,Shipped
ORD010774,STY0121,FSTY0209,Customer11,734,570,43,2025-01-21,2025-01-29,2025-01-29,74.13,Complete
ORD010775,STY0264,FSTY0106,Customer14,554,560,85,2025-04-26,2025-05-23,2025-05-23,83.6,Complete
ORD010776,STY0299,FSTY0165,Customer17,532,122,65,2025-02-23,2025-03-21,2025-03-21,34.0,Shipped
ORD010777,STY0120,FSTY0121,Customer44,740,879,14,2024-11-13,2024-11-23,2024-11-23,108.32,Complete
ORD010778,STY0225,FSTY0286,Customer26,277,430,20,2025-07-05,2025-07-19,2025-07-19,11.28,Partial
ORD010779,STY0128,FSTY0139,Customer32,809,31,20,2025-07-30,2025-08-04,2025-08-04,20.3,Shipped
ORD010780,STY0040,FSTY0080,Customer30,217,300,54,2025-02-16,2025-03-14,2025-03-14,97.83,Partial
ORD010781,STY0141,FSTY0080,Customer14,765,843,20,2025-05-21,2025-05-27,2025-05-27,197.73,Complete
ORD010782,STY0084,FSTY0262,Customer41,586,684,71,2025-05-16,2025-05-30,2025-05-30,48.35,Open
ORD010783,STY0155,FSTY0008,Customer39,179,703,79,2024-10-22,2024-11-07,2024-11-07,189.95,Complete
ORD010784,STY0124,FSTY0199,Customer01,659,492,73,2025-05-29,2025-05-31,2025-05-31,62.06,Partial
ORD010785,STY0102,FSTY0012,Customer47,285,845,44,2024-11-01,2024-11-22,2024-11-22,72.42,Complete
ORD010786,STY0219,FSTY0223,Customer24,384,360,67,2024-09-23,2024-10-17,2024-10-17,19.72,Open
ORD010787,STY0147,FSTY0146,Customer11,18,861,59,2024-12-15,2025-01-05,2025-01-05,198.11,Shipped
ORD010788,STY0252,FSTY0121,Customer05,188,466,9,2024-10-20,2024-11-01,2024-11-01,51.46,Complete
ORD010789,STY0039,FSTY0047,Customer34,948,233,80,2024-11-28,2024-11-29,2024-11-29,126.2,Shipped
ORD010790,STY0045,FSTY0022,Customer36,922,467,65,2025-03-02,2025-03-27,2025-03-27,177.1,Complete
ORD010791,STY0102,FSTY0003,Customer37,513,574,71,2025-04-16,2025-04-23,2025-04-23,74.85,Open
ORD010792,STY0127,FSTY0083,Customer29,385,516,88,2024-10-30,2024-11-08,2024-11-08,17.79,Shipped
ORD010793,STY0045,FSTY0226,Customer19,889,688,63,2025-07-21,2025-08-01,2025-08-01,119.2,Open
ORD010794,STY0231,FSTY0266,Customer34,266,45,31,2025-04-12,2025-04-26,2025-04-26,198.98,Open
ORD010795,STY0266,FSTY0175,Customer46,310,93,31,2025-08-17,2025-09-11,2025-09-11,10.68,Complete
ORD010796,STY0176,FSTY0194,Customer24,261,703,56,2025-07-24,2025-07-30,2025-07-30,92.06,Shipped
ORD010797,STY0116,FSTY0197,Customer11,565,667,57,2025-03-04,2025-03-12,2025-03-12,176.65,Shipped
ORD010798,STY0012,FSTY0277,Customer27,666,736,92,2025-08-08,2025-09-05,2025-09-05,51.85,Complete
ORD010799,STY0203,FSTY0255,Customer33,268,103,45,2024-11-04,2024-12-02,2024-12-02,23.04,Partial
ORD010800,STY0247,FSTY0226,Customer47,868,701,37,2024-12-25,2025-01-10,2025-01-10,80.42,Complete
ORD010801,STY0275,FSTY0163,Customer38,114,120,50,2025-02-17,2025-03-08,2025-03-08,76.45,Open
ORD010802,STY0148,FSTY0270,Customer05,487,44,44,2025-04-01,2025-04-07,2025-04-07,126.45,Partial
ORD010803,STY0276,FSTY0102,Customer11,989,578,76,2025-08-16,2025-09-12,2025-09-12,86.5,Shipped
ORD010804,STY0260,FSTY0288,Customer31,29,380,50,2025-08-05,2025-08-07,2025-08-07,46.09,Open
ORD010805,STY0078,FSTY0056,Customer43,728,243,7,2025-07-09,2025-08-07,2025-08-07,147.79,Shipped
ORD010806,STY0109,FSTY0032,Customer11,282,784,77,2024-09-06,2024-10-06,2024-10-06,61.64,Shipped
ORD010807,STY0071,FSTY0150,Customer48,29,654,49,2025-06-16,2025-07-12,2025-07-12,77.63,Open
ORD010808,STY0002,FSTY0237,Customer23,450,600,73,2025-02-07,2025-03-02,2025-03-02,132.38,Shipped
ORD010809,STY0209,FSTY0026,Customer01,279,98,49,2025-05-15,2025-06-06,2025-06-06,154.45,Partial
ORD010810,STY0158,FSTY0027,Customer35,582,733,57,2024-09-25,2024-10-20,2024-10-20,38.32,Open
ORD010811,STY0293,FSTY0119,Customer50,472,399,76,2025-08-17,2025-08-22,2025-08-22,65.61,Shipped
ORD010812,STY0121,FSTY0217,Customer11,220,827,70,2025-03-05,2025-03-14,2025-03-14,71.16,Complete
ORD010813,STY0225,FSTY0148,Customer11,112,885,0,2024-09-13,2024-09-15,2024-09-15,189.14,Complete
ORD010814,STY0043,FSTY0105,Customer27,63,319,30,2024-12-01,2024-12-13,2024-12-13,69.66,Shipped
ORD010815,STY0198,FSTY0103,Customer01,465,270,52,2025-06-19,2025-07-04,2025-07-04,84.64,Partial
ORD010816,STY0192,FSTY0019,Customer07,131,457,8,2024-12-19,2024-12-24,2024-12-24,43.4,Open
ORD010817,STY0119,FSTY0050,Customer44,933,894,12,2024-11-29,2024-12-08,2024-12-08,104.39,Partial
ORD010818,STY0005,FSTY0208,Customer39,106,819,18,2025-01-07,2025-01-10,2025-01-10,157.31,Shipped
ORD010819,STY0169,FSTY0151,Customer10,772,604,100,2025-08-07,2025-08-19,2025-08-19,59.9,Partial
ORD010820,STY0163,FSTY0260,Customer39,674,730,80,2024-09-16,2024-10-15,2024-10-15,30.86,Shipped
ORD010821,STY0260,FSTY0096,Customer38,850,576,36,2024-12-08,2025-01-06,2025-01-06,182.52,Shipped
ORD010822,STY0049,FSTY0127,Customer12,605,843,34,2025-05-25,2025-06-24,2025-06-24,178.11,Complete
ORD010823,STY0238,FSTY0065,Customer28,107,164,88,2024-10-27,2024-11-23,2024-11-23,97.93,Open
ORD010824,STY0238,FSTY0173,Customer41,345,354,95,2025-08-04,2025-08-18,2025-08-18,138.97,Complete
ORD010825,STY0235,FSTY0093,Customer26,351,426,24,2024-11-12,2024-11-16,2024-11-16,181.27,Complete
ORD010826,STY0219,FSTY0011,Customer33,469,260,98,2025-02-20,2025-03-19,2025-03-19,181.64,Partial
ORD010827,STY0285,FSTY0114,Customer07,536,196,12,2024-10-05,2024-10-24,2024-10-24,153.05,Shipped
ORD010828,STY0191,FSTY0042,Customer19,582,321,3,2025-02-01,2025-02-15,2025-02-15,117.07,Open
ORD010829,STY0229,FSTY0207,Customer50,730,862,23,2024-10-12,2024-11-04,2024-11-04,87.67,Shipped
ORD010830,STY0108,FSTY0132,Customer37,135,748,39,2025-05-29,2025-05-31,2025-05-31,162.22,Shipped
ORD010831,STY0112,FSTY0165,Customer15,526,612,32,2025-04-15,2025-05-05,2025-05-05,156.94,Partial
ORD010832,STY0076,FSTY0127,Customer45,829,288,30,2025-03-28,2025-04-19,2025-04-19,172.67,Open
ORD010833,STY0246,FSTY0068,Customer50,782,883,63,2025-08-18,2025-09-03,2025-09-03,59.22,Shipped
ORD010834,STY0205,FSTY0300,Customer05,589,845,11,2024-12-17,2025-01-03,2025-01-03,47.61,Open
ORD010835,STY0006,FSTY0197,Customer04,222,787,34,2025-06-19,2025-07-11,2025-07-11,185.31,Partial
ORD010836,STY0079,FSTY0279,Customer02,502,364,86,2025-07-17,2025-07-24,2025-07-24,57.94,Complete
ORD010837,STY0067,FSTY0002,Customer09,968,350,93,2024-10-24,2024-11-09,2024-11-09,188.24,Complete
ORD010838,STY0206,FSTY0224,Customer13,384,57,2,2025-08-04,2025-08-24,2025-08-24,194.02,Shipped
ORD010839,STY0171,FSTY0295,Customer05,259,658,53,2024-10-06,2024-10-20,2024-10-20,83.37,Open
ORD010840,STY0159,FSTY0040,Customer08,723,267,36,2025-08-14,2025-09-12,2025-09-12,65.25,Complete
ORD010841,STY0159,FSTY0124,Customer40,455,19,55,2025-08-05,2025-09-01,2025-09-01,90.79,Complete
ORD010842,STY0280,FSTY0192,Customer49,15,570,64,2025-04-29,2025-05-13,2025-05-13,185.08,Open
ORD010843,STY0115,FSTY0271,Customer46,270,799,57,2025-02-07,2025-02-22,2025-02-22,39.97,Open
ORD010844,STY0140,FSTY0276,Customer49,764,110,39,2024-09-12,2024-09-13,2024-09-13,128.02,Open
ORD010845,STY0256,FSTY0194,Customer39,343,778,71,2024-10-10,2024-10-16,2024-10-16,16.64,Partial
ORD010846,STY0230,FSTY0097,Customer37,967,819,28,2024-11-26,2024-12-11,2024-12-11,145.36,Complete
ORD010847,STY0068,FSTY0109,Customer46,221,288,100,2025-05-28,2025-06-18,2025-06-18,60.88,Shipped
ORD010848,STY0023,FSTY0104,Customer28,105,386,15,2024-10-23,2024-11-02,2024-11-02,152.07,Complete
ORD010849,STY0158,FSTY0117,Customer06,242,592,22,2024-12-11,2024-12-14,2024-12-14,137.56,Open
ORD010850,STY0241,FSTY0187,Customer33,877,420,21,2024-11-28,2024-12-16,2024-12-16,85.92,Shipped
ORD010851,STY0212,FSTY0200,Customer45,649,795,0,2025-03-03,2025-04-01,2025-04-01,83.19,Shipped
ORD010852,STY0192,FSTY0107,Customer45,20,496,28,2025-04-15,2025-04-27,2025-04-27,28.42,Partial
ORD010853,STY0253,FSTY0030,Customer02,868,56,65,2025-01-02,2025-01-15,2025-01-15,85.18,Shipped
ORD010854,STY0285,FSTY0048,Customer23,405,876,82,2025-01-04,2025-01-26,2025-01-26,186.36,Complete
ORD010855,STY0047,FSTY0269,Customer43,662,900,9,2025-03-30,2025-04-18,2025-04-18,141.29,Shipped
ORD010856,STY0132,FSTY0243,Customer22,174,333,99,2024-11-22,2024-12-19,2024-12-19,10.27,Partial
ORD010857,STY0015,FSTY0088,Customer04,246,836,19,2025-02-03,2025-02-21,2025-02-21,59.5,Open
ORD010858,STY0245,FSTY0059,Customer02,976,277,73,2025-04-28,2025-05-03,2025-05-03,72.61,Complete
ORD010859,STY0247,FSTY0251,Customer18,555,210,20,2025-03-23,2025-04-22,2025-04-22,49.28,Open
ORD010860,STY0256,FSTY0116,Customer37,400,501,87,2024-11-08,2024-11-28,2024-11-28,64.33,Partial
ORD010861,STY0293,FSTY0044,Customer27,575,888,18,2024-12-24,2024-12-25,2024-12-25,180.36,Partial
ORD010862,STY0009,FSTY0136,Customer26,659,199,42,2024-12-10,2024-12-15,2024-12-15,81.68,Shipped
ORD010863,STY0034,FSTY0133,Customer47,901,468,36,2025-08-19,2025-08-23,2025-08-23,119.22,Partial
ORD010864,STY0063,FSTY0036,Customer50,531,300,43,2025-05-11,2025-05-31,2025-05-31,31.3,Open
