quoted_date,uom,requested_date,qty_G00,id,qty_shipped,knitter,updated_by,job,note,created_date,internal_notes,close_dt,knit_style_base,created_by,seconds,instructions,balance,sched_done_dt,qty_received,knit_start,sched_enter_dt,customer_service_rep,ship_to_processor,active,schedule_status,unit_cost_yarn,machine,knit_version,modified,costing_exception_overridden,knit_price,related_dye_order_plan,purchase_order,sched_done_by,bki,split_from,serial_number,sched_enter_by,status,qty_ordered,ship_to
,lbs,2025-10-31,,6600,,1,9,34268,,2025-09-03 12:55:30.164274,,,"{'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '3009OW', 'id': 2399, 'active': 1, 'foreign_id': 4015}",9,,,2400,,0,2025-10-06,2025-09-03 12:55:30.164274,1,4.0,1,Required,1.24,120,"{'foreign_id': 6167, 'roll_size': '50', 'target_yard_cut_wt': '7.80', 'created_time': '14:20:06.0442', 'modified': '2023-09-29 08:09:09.117619', 'price': '0.40', 'active': 1, 'id': 4333, 'created_date': '2023-03-10', 'version': '0', 'act_yard_cut_wt': '8.36', 'knit_style_base': 2399}",2025-09-03 12:55:30.164274,0,0.40,,,,,,K2509005,9,Open,2400,
,lbs,2025-09-24,256,6599,1033.9,1,5,34262,,2025-09-03 09:57:22.578535,,,"{'foreign_id': 5148, 'id': 3255, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4584A'}",52,229.6,,689.7,,1060.3,2025-09-03,2025-09-03 09:57:22.578535,19,,1,Required,1.42521,,"{'foreign_id': 8526, 'roll_size': '250', 'target_yard_cut_wt': '28.60', 'created_time': '09:48:44.861047', 'modified': '2025-09-09 08:59:40.195162', 'price': '0.85', 'active': 1, 'id': 6356, 'created_date': '2025-09-03', 'version': '2', 'act_yard_cut_wt': '29.60', 'knit_style_base': 3255}",2025-09-11 22:01:12.165205,0,0.85,9072.0,,,,,K2509004,52,Open,1750,
,lbs,2025-09-03,,6598,68.1,1,52,34260,,2025-09-03 09:13:03.094686,,,"{'base_style': 'C1B4760A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3464, 'foreign_id': 5401}",52,23.7,SSB Sample (CIB3941-1),5.6,,44.4,2025-09-03,2025-09-03 09:13:03.094686,19,,1,,2.80296,,"{'roll_size': '50', 'foreign_id': 8360, 'modified': '2025-09-11 13:40:14.510635', 'price': '0.85', 'target_yard_cut_wt': '22.60', 'created_time': '15:00:28.046943', 'created_date': '2025-07-03', 'version': '3', 'id': 6214, 'active': 1, 'knit_style_base': 3464, 'act_yard_cut_wt': '25.00'}",2025-09-05 08:06:11.560263,0,0.85,9070.0,,,,,K2509003,52,Open,50,
,lbs,2025-09-16,,6597,,1,80,34237,,2025-09-02 13:32:08.354335,,,"{'foreign_id': 5483, 'id': 3527, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4804A'}",80,,,65,,0,2025-09-04,2025-09-02 13:32:08.354335,16,,1,Required,1.494674,221,"{'act_yard_cut_wt': '24.05', 'knit_style_base': 3527, 'active': 1, 'id': 6353, 'version': '1', 'created_date': '2025-09-02', 'created_time': '13:04:39.2764', 'target_yard_cut_wt': '27.7', 'price': '1.25', 'modified': '2025-09-12 15:32:07.060219', 'foreign_id': 8523, 'roll_size': '65'}",2025-09-12 09:34:07.837238,0,1.25,9067.0,,,45436,,K2509002,80,Open,65,
,lbs,2025-09-05,516.4,6596,,1,10,34236,,2025-09-02 12:33:18.417817,,,"{'base_style': 'KBDU600K', 'qs_customer': 'WLGO - W.L. GORE & ASSOCIATES, INC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2980, 'foreign_id': 4793}",10,,WL Gore / MR Trial,0,,516.4,2025-09-04,2025-09-02 12:33:18.417817,2,,1,,42.1,,"{'foreign_id': 8522, 'roll_size': '74', 'created_time': '15:34:24.514573', 'target_yard_cut_wt': '4.10', 'price': '1.25', 'modified': '2025-09-11 08:23:56.315228', 'id': 6352, 'active': 1, 'version': '1TMR', 'created_date': '2025-08-29', 'act_yard_cut_wt': '4.0', 'knit_style_base': 2980}",2025-09-11 19:56:09.799299,0,1.25,9066.0,,,,,K2509001,10,Open,444,
,lbs,2025-10-17,,6595,,1,9,34196,,2025-08-29 09:31:04.832226,,,"{'id': 691, 'active': 1, 'foreign_id': 221, 'base_style': '721SM0627', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,,3200,,0,2025-09-05,2025-08-29 09:31:04.832226,1,3.0,1,Required,4.03823,45,"{'modified': '2024-02-22 08:45:10.369645', 'price': '0.60', 'target_yard_cut_wt': '24.5', 'created_time': '11:46:10.770839', 'roll_size': '80', 'foreign_id': 2912, 'knit_style_base': 691, 'act_yard_cut_wt': '29.04', 'created_date': '2020-08-25', 'version': '1', 'active': 1, 'id': 1767}",2025-08-29 09:31:55.958763,0,0.60,9064.0,,,,,K2508092,9,Open,3200,
,lbs,2025-09-05,313.5,6594,7.1,1,9,34173,,2025-08-28 11:02:20.582663,,,"{'base_style': 'CF5506', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3429, 'foreign_id': 5357}",9,7.1,,886.5,,313.5,2025-08-29,2025-08-28 11:02:20.582663,1,4.0,1,Required,5.13,83,"{'active': 1, 'id': 6137, 'version': '0', 'created_date': '2025-05-30', 'act_yard_cut_wt': '8.80', 'knit_style_base': 3429, 'foreign_id': 8271, 'roll_size': '50', 'created_time': '08:31:08.3781', 'target_yard_cut_wt': '8.35', 'price': '1.00', 'modified': '2025-09-05 08:19:56.998818'}",2025-09-10 12:56:10.055261,0,1.00,,,,,,K2508091,9,Open,1200,
2025-10-03,lbs,2025-10-03,248,6593,1754.7,1,5,34167,,2025-08-27 17:05:01.488735,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT3085', 'active': 1, 'id': 1317, 'foreign_id': 2587}",72,113.2,,2110.5,,1889.5,2025-09-08,2025-08-27 17:05:01.488735,19,,1,Required,1.25512,186,"{'target_yard_cut_wt': '17.80', 'created_time': '17:00:46.713544', 'modified': '2025-09-05 10:29:27.595864', 'price': '0.85', 'foreign_id': 8520, 'roll_size': '250', 'act_yard_cut_wt': '16.45', 'knit_style_base': 1317, 'active': 1, 'id': 6350, 'created_date': '2025-08-27', 'version': '1DU'}",2025-09-12 11:56:22.875967,0,0.85,9061.0,,,,,K2508090,72,Open,4000,
2025-11-28,lbs,2025-11-28,,6592,1884.0,1,5,34160,,2025-08-27 14:18:58.368858,,,"{'base_style': 'CEE3050', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 3841, 'id': 2257, 'active': 1}",72,279.1,,14395.1,,1604.9,2025-08-28,2025-08-27 14:18:58.368858,19,,1,Complete,1.45697,135,"{'active': 1, 'id': 6261, 'version': '1CU', 'created_date': '2025-07-23', 'act_yard_cut_wt': '33.75', 'knit_style_base': 2257, 'foreign_id': 8418, 'roll_size': '250', 'created_time': '09:36:03.462027', 'target_yard_cut_wt': '31.00', 'price': '1.25', 'modified': '2025-09-02 13:35:45.714638'}",2025-09-09 20:01:14.27589,0,1.25,9057.0,,,,,K2508089,72,Open,16000,
2025-10-31,lbs,2025-10-31,,6591,,1,72,34155,,2025-08-27 13:07:17.250131,,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2750', 'id': 2067, 'active': 1, 'foreign_id': 3605}",72,,,500,,0,2025-10-13,2025-08-27 13:07:17.250131,19,,1,Required,1.53182,,"{'price': '1.25', 'modified': '2025-08-27 12:58:40.093028', 'created_time': '12:58:40.093028', 'target_yard_cut_wt': '36.50', 'roll_size': '250', 'foreign_id': 8515, 'knit_style_base': 2067, 'act_yard_cut_wt': '41.04', 'version': '1L', 'created_date': '2025-08-27', 'active': 1, 'id': 6345}",2025-08-27 13:08:02.275632,0,1.25,9056.0,,,,,K2508088,72,Open,500,
2025-10-31,lbs,2025-10-31,,6590,,1,72,34154,,2025-08-27 13:04:36.222381,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2748', 'foreign_id': 3603, 'id': 2064, 'active': 1}",72,,,5750,,0,2025-10-01,2025-08-27 13:04:36.222381,19,,1,Required,1.53623,,"{'roll_size': '250', 'foreign_id': 8514, 'price': '1.25', 'modified': '2025-09-12 14:57:32.26296', 'created_time': '12:57:43.31588', 'target_yard_cut_wt': '39.00', 'version': '1D', 'created_date': '2025-08-27', 'active': 1, 'id': 6344, 'knit_style_base': 2064, 'act_yard_cut_wt': '42.50'}",2025-09-12 15:02:15.50397,0,1.25,9055.0,,,,,K2508087,72,Open,5750,
2025-10-31,lbs,2025-10-31,,6589,,1,72,34153,,2025-08-27 13:00:48.260541,,,"{'base_style': 'CEE2746', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 3602, 'id': 2063, 'active': 1}",72,,,2000,,0,2025-10-01,2025-08-27 13:00:48.260541,19,,1,Required,1.53623,,"{'version': '1L', 'created_date': '2025-08-27', 'active': 1, 'id': 6343, 'knit_style_base': 2063, 'act_yard_cut_wt': '41.98', 'roll_size': '250', 'foreign_id': 8513, 'price': '1.25', 'modified': '2025-09-12 14:06:32.136172', 'created_time': '12:56:38.640032', 'target_yard_cut_wt': '39.00'}",2025-09-12 14:10:10.63889,0,1.25,9054.0,,,,,K2508086,72,Open,2000,
,lbs,2025-09-12,687.2,6588,,1,9,34149,,2025-08-27 11:57:39.844006,,,"{'base_style': '2094', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1662, 'foreign_id': 3065}",9,42,,704.8,,687.2,2025-08-28,2025-08-27 11:57:39.844006,1,4.0,1,Required,2.50402,22,"{'knit_style_base': 1662, 'act_yard_cut_wt': '15.60', 'created_date': '2025-08-27', 'version': '1', 'id': 6342, 'active': 1, 'modified': '2025-08-27 11:50:46.259834', 'price': '0.60', 'target_yard_cut_wt': '17.25', 'created_time': '11:50:46.259834', 'roll_size': '58', 'foreign_id': 8512}",2025-09-12 14:06:28.521046,0,0.60,,,,,,K2508085,9,Open,1392,
,lbs,2025-09-05,90.3,6587,13.8,1,9,34146,,2025-08-27 10:00:12.463211,,,"{'base_style': 'CF5476', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3337, 'active': 1, 'foreign_id': 5240}",9,163.8,,109.7,,90.3,2025-08-28,2025-08-27 10:00:12.463211,1,1.0,1,Required,0,88,"{'knit_style_base': 3337, 'act_yard_cut_wt': '9.20', 'version': '0', 'created_date': '2025-02-17', 'id': 5950, 'active': 1, 'price': '1.00', 'modified': '2025-09-09 08:20:34.390683', 'created_time': '10:41:35.293498', 'target_yard_cut_wt': '9.15', 'roll_size': '50', 'foreign_id': 8041}",2025-09-12 19:01:12.681085,0,1.00,,,,,,K2508084,9,Open,200,
2025-10-30,lbs,2025-10-30,982,6586,4558,1,72,33438,,2025-08-27 08:50:34.643899,,,"{'foreign_id': 4695, 'id': 2906, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'C1B4313A'}",72,15,,18225,,5525,2025-08-27,2025-08-27 08:50:34.643899,19,,1,Complete,2.5589,187,"{'knit_style_base': 2906, 'act_yard_cut_wt': '34.20', 'version': '3RECU', 'created_date': '2025-08-06', 'active': 1, 'id': 6293, 'price': '0.85', 'modified': '2025-08-06 10:08:12.682026', 'created_time': '10:06:27.051648', 'target_yard_cut_wt': '34.5', 'roll_size': '250', 'foreign_id': 8452}",2025-09-12 15:56:09.346557,0,0.85,8902.0,,,45301,6464.0,K2508083,72,Open,23750,
,lbs,2025-08-29,,6585,,1,80,34140,,2025-08-26 16:30:51.111224,,,"{'active': 1, 'id': 3470, 'foreign_id': 5414, 'base_style': 'CF5513', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",80,,,100,,0,2025-08-27,2025-08-26 16:30:51.111224,16,,1,Required,4.86572,66,"{'modified': '2025-08-26 16:37:31.318238', 'price': '2.00', 'target_yard_cut_wt': '7.80', 'created_time': '16:13:40.326667', 'roll_size': '50', 'foreign_id': 8510, 'knit_style_base': 3470, 'act_yard_cut_wt': '7.70', 'created_date': '2025-08-26', 'version': 'T', 'active': 1, 'id': 6341}",2025-09-12 11:37:21.488137,0,2.00,9050.0,,,45410,,K2508082,80,Open,100,
,lbs,2025-08-29,25.3,6584,,1,9,34113,,2025-08-25 12:06:34.979301,,,"{'foreign_id': 5480, 'active': 1, 'id': 3525, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'base_style': 'CF5528'}",9,,,0,,25.3,2025-08-27,2025-08-25 12:06:34.979301,1,4.0,1,Required,0.253628,65,"{'act_yard_cut_wt': '10.45', 'knit_style_base': 3525, 'id': 6338, 'active': 1, 'version': '0', 'created_date': '2025-08-25', 'created_time': '08:47:31.670632', 'target_yard_cut_wt': '9.10', 'price': '0.60', 'modified': '2025-08-29 09:35:22.861607', 'foreign_id': 8507, 'roll_size': '25'}",2025-08-28 22:31:12.655856,0,0.60,,,,,,K2508081,9,Open,25,
2025-09-12,lbs,2025-09-12,927.8,6583,19.6,1,72,34112,,2025-08-25 12:06:22.014942,,,"{'base_style': 'C2B3237', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 2921, 'id': 1552, 'active': 1}",72,105.8,,822.2,,927.8,2025-09-01,2025-08-25 12:06:22.014942,19,,1,Required,1.43968,199,"{'active': 1, 'id': 6048, 'version': '3B', 'created_date': '2025-04-03', 'act_yard_cut_wt': '30.5', 'knit_style_base': 1552, 'foreign_id': 8155, 'roll_size': '250', 'created_time': '15:50:38.258385', 'target_yard_cut_wt': '30.50', 'price': '0.85', 'modified': '2025-09-09 08:52:53.395795'}",2025-09-12 16:36:09.30406,0,0.85,9048.0,,,45403,,K2508080,72,Open,1750,
,lbs,2025-08-29,,6582,,1,9,34111,,2025-08-25 12:04:57.185214,,,"{'base_style': 'CF5527', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3524, 'foreign_id': 5479}",9,,,500,,0,2025-08-27,2025-08-25 12:04:57.185214,1,4.0,1,Required,0,44,"{'version': '0', 'created_date': '2025-08-25', 'id': 6337, 'active': 1, 'knit_style_base': 3524, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 8506, 'price': '0.60', 'modified': '2025-08-25 11:48:39.38107', 'created_time': '08:39:02.857798', 'target_yard_cut_wt': '8.40'}",2025-08-25 12:07:04.027001,0,0.60,,,,,,K2508079,9,Open,500,
,lbs,2025-09-26,,6581,,1,9,34109,,2025-08-25 11:18:27.593672,,,"{'foreign_id': 4991, 'active': 1, 'id': 3132, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'base_style': '1924'}",9,,,800,,0,2025-08-26,2025-08-25 11:18:27.593672,1,1.0,1,Required,9.518815,57,"{'knit_style_base': 3132, 'act_yard_cut_wt': None, 'version': '0', 'created_date': '2024-09-05', 'active': 1, 'id': 5607, 'price': '1.25', 'modified': '2025-08-27 08:28:01.048211', 'created_time': '14:02:37.247303', 'target_yard_cut_wt': '11.30', 'roll_size': '50', 'foreign_id': 7641}",2025-08-28 08:33:54.309172,0,1.25,,,,,,K2508078,9,Open,800,
2025-09-05,lbs,2025-09-05,,6580,790.9,1,72,34086,,2025-08-22 11:28:31.981894,,,"{'base_style': 'C1B4139A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2725, 'foreign_id': 4448}",72,22.9,,0,,768,2025-08-25,2025-08-22 11:28:31.981894,19,,1,Complete,2.54499,194,"{'foreign_id': 8501, 'roll_size': '250', 'created_time': '14:38:28.589309', 'target_yard_cut_wt': '15.00', 'price': '0.85', 'modified': '2025-09-04 13:36:53.196793', 'active': 1, 'id': 6332, 'version': '1B', 'created_date': '2025-08-19', 'act_yard_cut_wt': '17.55', 'knit_style_base': 2725}",2025-09-03 14:21:12.545664,0,0.85,9046.0,,,,,K2508077,72,Open,750,
2025-09-12,lbs,2025-09-12,,6579,1490.6,1,72,34084,,2025-08-22 11:14:24.469183,,,"{'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2222', 'id': 250, 'active': 1, 'foreign_id': 831}",72,87.5,,96.9000000000001,,1403.1,2025-08-25,2025-08-22 11:14:24.469183,19,,1,Complete,2.10848,199,"{'created_date': '2025-08-22', 'version': '1AT', 'id': 6336, 'active': 1, 'knit_style_base': 250, 'act_yard_cut_wt': '21.05', 'roll_size': '250', 'foreign_id': 8505, 'modified': '2025-09-04 13:12:05.110316', 'price': '0.85', 'target_yard_cut_wt': '18.25', 'created_time': '10:48:50.637651'}",2025-09-04 17:06:13.665984,0,0.85,9045.0,,,,,K2508076,72,Open,1500,
2025-10-31,lbs,2025-10-31,746,6578,17.3,1,5,34083,,2025-08-22 11:10:12.207924,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4125A', 'foreign_id': 4806, 'active': 1, 'id': 2991}",72,265.3,,7754,,746,2025-08-27,2025-08-22 11:10:12.207924,19,,1,Required,2.49394,197,"{'knit_style_base': 2991, 'act_yard_cut_wt': '18.85', 'version': '1T', 'created_date': '2025-03-06', 'active': 1, 'id': 5978, 'price': '0.85', 'modified': '2025-09-08 16:43:05.495307', 'created_time': '11:07:12.510032', 'target_yard_cut_wt': '19', 'roll_size': '250', 'foreign_id': 8074}",2025-09-12 22:51:12.602266,0,0.85,9044.0,,,45432,,K2508075,72,Open,8500,
2025-08-29,lbs,2025-08-29,,6577,700.1,1,72,34079,,2025-08-21 16:14:36.388713,,,"{'foreign_id': 2853, 'active': 1, 'id': 1495, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE3267'}",72,44.6,,344.5,,655.5,2025-08-22,2025-08-21 16:14:36.388713,19,,1,Complete,2.87499,221,"{'price': '1.25', 'modified': '2025-08-21 16:10:55.637199', 'created_time': '13:33:55.13273', 'target_yard_cut_wt': '26.00', 'roll_size': '250', 'foreign_id': 8469, 'knit_style_base': 1495, 'act_yard_cut_wt': '29.15', 'version': '3CEL', 'created_date': '2025-08-11', 'active': 1, 'id': 6305}",2025-09-03 21:16:10.266054,0,1.20,9043.0,,,45390,,K2508074,72,Open,1000,
2025-09-12,lbs,2025-09-12,517,6576,1896.7,1,72,34075,,2025-08-21 15:47:08.459959,,,"{'base_style': 'C1B4374A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2999, 'active': 1, 'foreign_id': 4821}",72,12.7,,349,,2401,2025-08-25,2025-08-21 15:47:08.459959,19,,1,Complete,4.39475,195,"{'act_yard_cut_wt': '26.00', 'knit_style_base': 2999, 'id': 6335, 'active': 1, 'version': '1H', 'created_date': '2025-08-21', 'created_time': '15:43:38.162484', 'target_yard_cut_wt': '26.40', 'price': '0.85', 'modified': '2025-09-11 11:42:52.182184', 'foreign_id': 8504, 'roll_size': '250'}",2025-09-12 10:56:09.585662,0,0.85,9042.0,,,,,K2508073,72,Open,2750,
,lbs,2025-09-05,,6575,143.5,1,9,34069,,2025-08-21 13:39:44.788745,,,"{'base_style': 'CF5430', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3287, 'active': 1, 'foreign_id': 5008}",9,5.3,,11.8,,138.2,2025-08-25,2025-08-21 13:39:44.788745,1,4.0,1,Required,0.22562,65,"{'knit_style_base': 3287, 'act_yard_cut_wt': '11.00', 'version': '0', 'created_date': '2024-09-18', 'active': 1, 'id': 5874, 'price': '0.50', 'modified': '2025-08-25 12:48:50.606575', 'created_time': '09:37:23.286787', 'target_yard_cut_wt': '14.00', 'roll_size': '30', 'foreign_id': 7677}",2025-08-26 19:26:10.741144,0,0.50,,ML81924-H,,,,K2508072,9,Open,150,
,lbs,2025-09-26,1077.9,6574,2382.0,1,9,34067,,2025-08-21 13:38:37.441771,,,"{'active': 1, 'id': 3289, 'foreign_id': 5157, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5459'}",9,,,140.1,,3459.9,2025-09-15,2025-08-21 13:38:37.441771,1,4.0,1,Required,0,58,"{'target_yard_cut_wt': '10.00', 'created_time': '16:01:26.261629', 'modified': '2025-06-26 16:24:19.368616', 'price': '0.50', 'foreign_id': 7893, 'roll_size': '50', 'act_yard_cut_wt': '10.15', 'knit_style_base': 3289, 'id': 5875, 'active': 1, 'created_date': '2024-12-03', 'version': '0'}",2025-09-10 15:31:19.177802,0,0.50,,ML81924-H,,,,K2508071,9,Open,3600,
,lbs,2025-09-26,588.1,6572,1232.3,1,9,34058,,2025-08-21 11:26:43.916463,,,"{'base_style': '1945', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1774, 'active': 1, 'foreign_id': 3232}",9,47.7,,1814.7,,1785.3,2025-09-01,2025-08-21 11:26:43.916463,1,4.0,1,Required,1.85,94,"{'active': 1, 'id': 6339, 'version': 'R', 'created_date': '2025-08-25', 'act_yard_cut_wt': '8.24', 'knit_style_base': 1774, 'foreign_id': 8508, 'roll_size': '50', 'created_time': '12:59:39.688667', 'target_yard_cut_wt': '10.00', 'price': '0.55', 'modified': '2025-08-27 11:18:53.884527'}",2025-09-11 13:26:19.258682,0,0.55,9036.0,250277,,,,K2508069,9,Open,3600,
,lbs,2025-09-12,,6571,3527.5,1,9,34054,,2025-08-21 09:12:44.132513,,,"{'base_style': '2094', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 1662, 'foreign_id': 3065}",9,38.2,,1382.7,,3489.3,2025-08-25,2025-08-21 09:12:44.132513,1,4.0,1,Required,0.68894,39,"{'active': 1, 'id': 6340, 'version': 'R', 'created_date': '2025-08-25', 'act_yard_cut_wt': '15.60', 'knit_style_base': 1662, 'foreign_id': 8509, 'roll_size': '58', 'created_time': '13:00:39.233336', 'target_yard_cut_wt': '17.25', 'price': '0.60', 'modified': '2025-08-27 11:17:15.193741'}",2025-09-05 15:26:37.279325,0,0.60,9035.0,250274,,,,K2508068,9,Open,4872,
,lbs,2025-11-20,,6570,2326,1,52,34047,,2025-08-20 15:26:11.734646,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'C1B4584A', 'foreign_id': 5148, 'active': 1, 'id': 3255}",52,,,1674,,2326,,2025-08-20 15:26:11.734646,19,,1,,1.42521,,"{'price': '0.85', 'modified': '2025-08-21 10:35:34.039565', 'created_time': '10:52:04.041396', 'target_yard_cut_wt': '28.60', 'roll_size': '250', 'foreign_id': 8503, 'knit_style_base': 3255, 'act_yard_cut_wt': '27.20', 'version': '1E', 'created_date': '2025-08-20', 'id': 6334, 'active': 1}",2025-09-05 17:06:20.573068,0,0.85,9033.0,,,,,K2508067,52,Open,4000,
,lbs,2025-09-12,1393.8,6569,,1,10,34041,,2025-08-20 11:56:43.153435,,,"{'qs_customer': 'STHS - STRAEHLE + HESS USA', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '125792', 'active': 1, 'id': 2519, 'foreign_id': 4171}",10,60.1,STHS / 14 PC Lots,55.7,,1393.8,,2025-08-20 11:56:43.153435,2,4.0,1,,2.47644,,"{'knit_style_base': 2519, 'act_yard_cut_wt': '15.60', 'version': '1', 'created_date': '2025-02-07', 'id': 5935, 'active': 1, 'price': '1.00', 'modified': '2025-04-21 15:45:48.072651', 'created_time': '09:01:07.648032', 'target_yard_cut_wt': '16.50', 'roll_size': '50', 'foreign_id': 8020}",2025-09-13 00:15:38.607271,0,1.00,9032.0,4500226868,,,,K2508066,10,Open,1400,
2025-09-19,lbs,2025-09-19,,6568,991.7,1,72,34034,,2025-08-20 09:37:18.094033,,,"{'id': 1128, 'active': 1, 'foreign_id': 2317, 'base_style': 'CT2876', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,20.7,,29,,971,,2025-08-20 09:37:18.094033,19,,1,Required,2.17504,,"{'roll_size': '250', 'foreign_id': 8500, 'price': '0.85', 'modified': '2025-09-05 10:30:40.17586', 'created_time': '10:21:25.927849', 'target_yard_cut_wt': '22.60', 'version': '2', 'created_date': '2025-08-19', 'id': 6331, 'active': 1, 'knit_style_base': 1128, 'act_yard_cut_wt': '24.55'}",2025-09-09 14:36:12.83655,0,0.85,9031.0,,,,,K2508065,72,Open,1000,
