inspection_machine,qty_lbs_at_creation,actual_created_dt,dol_attach_log,greige_summary,knit_order,roll_number,vendor_roll_number,knit_machine,greige_purchase_order,knit_date,cost,sales_order,document,unit_cost_yarn,unit_cost,knit_version,bh_customer,qty_yds,memo_dt,inspector,bh_sales_order,roll_number_sort,ship_dt,void_dt,ship_date,unit_cost_knit,return,qty_lbs,created_by,created_dt,dye_order_line,roll_width,id,knitter,unit_cost_purchase,warehouse
03,40,2023-08-16 15:01:14.957139,,2665,4145,040800006,,060,,2023-08-16,355.6,,K2308002,8.29,8.89,"{'modified': '2023-11-29 23:00:53.126932', 'price': '0.60', 'target_yard_cut_wt': '13.25', 'created_time': '13:09:45.470357', 'roll_size': '40', 'foreign_id': 6546, 'knit_style_base': {'created_time': None, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'DFF3793', 'id': 1380, 'active': 1, 'foreign_id': 2661}, 'act_yard_cut_wt': '13.80', 'created_date': '2023-07-31', 'version': 'N1', 'active': 1, 'id': 4649}",,49.5,,07055,,408000060,,,,0.60,,40,,2023-08-16 14:46:10.025515,,38,208845,06560,,G00
02,49.7,2023-08-23 08:21:22.661682,,2666,4146,140803001,,075,,2023-08-23,461.649541325071,,K2308003,8.28872316549438,9.28872316549438,"{'version': 'N1', 'created_date': '2023-07-31', 'active': 1, 'id': 4650, 'knit_style_base': {'foreign_id': 2662, 'active': 1, 'id': 1381, 'base_style': 'DFF3793R', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None}, 'act_yard_cut_wt': '10.9', 'roll_size': '50', 'foreign_id': 6547, 'price': '1.00', 'modified': '2023-11-29 23:00:52.992496', 'created_time': '13:14:00.546254', 'target_yard_cut_wt': '11.00'}",,77.9,,06804,,408030011,,,,1.00,,49.7,,2023-08-21 15:06:11.151091,,31,209522,03434,,G00
02,15.4,2023-09-20 10:51:47.128636,,2763,4298,041119001,,026,,2023-09-20,30.389282,,K2309030,1.52333,1.97333,"{'act_yard_cut_wt': '26.78', 'knit_style_base': {'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5338', 'active': 1, 'id': 2707, 'foreign_id': 4429}, 'active': 1, 'id': 4776, 'version': '0', 'created_date': '2023-09-06', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'foreign_id': 6696, 'roll_size': '50'}",,10.1,,06804,,411190010,,,,0.45,,15.4,,2023-09-20 10:51:10.542948,,41,213283,02482,,G00
02,52.1,2023-09-22 13:42:02.903815,,2765,4300,041121002,,044,,2023-09-22,105.242,,K2309032,1.57,2.02,"{'active': 1, 'id': 4777, 'version': '0', 'created_date': '2023-09-06', 'act_yard_cut_wt': '13.50', 'knit_style_base': {'base_style': 'CF5339', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2708, 'active': 1, 'foreign_id': 4431}, 'foreign_id': 6697, 'roll_size': '50', 'created_time': '16:36:25.161095', 'target_yard_cut_wt': '11.5', 'price': '0.45', 'modified': '2023-11-29 22:58:55.600012'}",,62.3,,06804,,411210020,,,,0.45,,52.1,,2023-09-22 13:41:10.934812,,41,213718,06634,,G00
02,43.2,2023-09-22 11:22:53.043095,,2763,4345,041211001,,026,,2023-09-21,85.436208,,K2309077,1.52769,1.97769,"{'act_yard_cut_wt': '26.78', 'knit_style_base': {'foreign_id': 4429, 'id': 2707, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'base_style': 'CF5338'}, 'active': 1, 'id': 4776, 'version': '0', 'created_date': '2023-09-06', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'foreign_id': 6696, 'roll_size': '50'}",,28.7,,06804,,412110010,,,,0.45,,43.2,,2023-09-22 11:21:11.072618,,41,213672,03434,,G00
01,44.4,2023-09-22 10:21:07.629333,,2763,4345,041211002,,026,,2023-09-21,87.809436,,K2309077,1.52769,1.97769,"{'target_yard_cut_wt': '27', 'created_time': '16:34:32.233942', 'modified': '2023-11-29 22:58:16.294754', 'price': '0.45', 'foreign_id': 6696, 'roll_size': '50', 'act_yard_cut_wt': '26.78', 'knit_style_base': {'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'foreign_id': 4429, 'id': 2707, 'active': 1}, 'id': 4776, 'active': 1, 'created_date': '2023-09-06', 'version': '0'}",,26.5272591486184,,06523,,412110020,,,,0.45,,44.4,,2023-09-22 09:58:51.431187,,0,213620,03487,,G00
01,44.8,2023-09-23 00:21:10.503154,,2763,4345,041211003,,026,,2023-09-21,88.600512,,K2309077,1.52769,1.97769,"{'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'roll_size': '50', 'foreign_id': 6696, 'knit_style_base': {'base_style': 'CF5338', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2707, 'active': 1, 'foreign_id': 4429}, 'act_yard_cut_wt': '26.78', 'version': '0', 'created_date': '2023-09-06', 'id': 4776, 'active': 1}",,26.7662434652726,,07083,,412110030,,,,0.45,,44.8,,2023-09-23 00:21:10.04584,,0,213791,03487,,G00
01,44.3,2023-09-22 10:26:27.752027,,2763,4345,041211004,,026,,2023-09-21,87.611667,,K2309077,1.52769,1.97769,"{'version': '0', 'created_date': '2023-09-06', 'id': 4776, 'active': 1, 'knit_style_base': {'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5338', 'active': 1, 'id': 2707, 'foreign_id': 4429}, 'act_yard_cut_wt': '26.78', 'roll_size': '50', 'foreign_id': 6696, 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27'}",,26.4675130694548,,06523,,412110040,,,,0.45,,44.3,,2023-09-22 09:58:52.668534,,0,213641,03487,,G00
03,45.3,2023-09-25 08:26:10.708417,,2763,4345,041211005,,026,,2023-09-21,89.589357,,K2309077,1.52769,1.97769,"{'foreign_id': 6696, 'roll_size': '50', 'target_yard_cut_wt': '27', 'created_time': '16:34:32.233942', 'modified': '2023-11-29 22:58:16.294754', 'price': '0.45', 'active': 1, 'id': 4776, 'created_date': '2023-09-06', 'version': '0', 'act_yard_cut_wt': '26.78', 'knit_style_base': {'active': 1, 'id': 2707, 'foreign_id': 4429, 'base_style': 'CF5338', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}}",,28.3,,06138,,412110050,,,,0.45,,45.3,,2023-09-25 08:26:10.20485,,41,213979,03487,,G00
03,44.4,2023-09-25 08:41:10.759225,,2763,4345,041211006,,026,,2023-09-22,87.809436,,K2309077,1.52769,1.97769,"{'knit_style_base': {'foreign_id': 4429, 'active': 1, 'id': 2707, 'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE'}, 'act_yard_cut_wt': '26.78', 'version': '0', 'created_date': '2023-09-06', 'active': 1, 'id': 4776, 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'roll_size': '50', 'foreign_id': 6696}",,27.9,,06138,,412110060,,,,0.45,,44.4,,2023-09-25 08:41:10.318374,,41,213994,06821,,G00
01,45.8,2023-09-22 10:28:59.902539,,2763,4345,041211007,,026,,2023-09-22,90.578202,,K2309077,1.52769,1.97769,"{'knit_style_base': {'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'foreign_id': 4429, 'id': 2707, 'active': 1}, 'act_yard_cut_wt': '26.78', 'version': '0', 'created_date': '2023-09-06', 'active': 1, 'id': 4776, 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'roll_size': '50', 'foreign_id': 6696}",,27.3637042569081,,06523,,412110070,,,,0.45,,45.8,,2023-09-22 09:58:53.268435,,0,213649,06821,,G00
01,46.6,2023-09-22 10:29:17.153062,,2763,4345,041211008,,026,,2023-09-22,92.160354,,K2309077,1.52769,1.97769,"{'version': '0', 'created_date': '2023-09-06', 'active': 1, 'id': 4776, 'knit_style_base': {'foreign_id': 4429, 'active': 1, 'id': 2707, 'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None}, 'act_yard_cut_wt': '26.78', 'roll_size': '50', 'foreign_id': 6696, 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27'}",,27.8416728902166,,06523,,412110080,,,,0.45,,46.6,,2023-09-22 09:58:53.31541,,0,213650,06821,,G00
01,44.4,2023-09-22 13:26:35.785492,,2763,4345,041211009,,026,,2023-09-22,87.809436,,K2309077,1.52769,1.97769,"{'act_yard_cut_wt': '26.78', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'base_style': 'CF5338', 'foreign_id': 4429, 'id': 2707, 'active': 1}, 'id': 4776, 'active': 1, 'created_date': '2023-09-06', 'version': '0', 'target_yard_cut_wt': '27', 'created_time': '16:34:32.233942', 'modified': '2023-11-29 22:58:16.294754', 'price': '0.45', 'foreign_id': 6696, 'roll_size': '50'}",,26.5272591486184,,03311,,412110090,,,,0.45,,44.4,,2023-09-22 13:26:10.403359,,0,213703,06821,,G00
01,43.1,2023-09-22 13:26:53.419469,,2763,4345,041211010,,026,,2023-09-22,85.238439,,K2309077,1.52769,1.97769,"{'knit_style_base': {'foreign_id': 4429, 'id': 2707, 'active': 1, 'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None}, 'act_yard_cut_wt': '26.78', 'version': '0', 'created_date': '2023-09-06', 'active': 1, 'id': 4776, 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'roll_size': '50', 'foreign_id': 6696}",,25.7505601194922,,03311,,412110100,,,,0.45,,43.1,,2023-09-22 13:26:10.458519,,0,213704,06821,,G00
01,44.6,2023-09-23 08:21:23.023605,,2763,4345,041211011,,026,,2023-09-22,88.204974,,K2309077,1.52769,1.97769,"{'id': 4776, 'active': 1, 'version': '0', 'created_date': '2023-09-06', 'act_yard_cut_wt': '26.78', 'knit_style_base': {'id': 2707, 'active': 1, 'foreign_id': 4429, 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5338'}, 'foreign_id': 6696, 'roll_size': '50', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'price': '0.45', 'modified': '2023-11-29 22:58:16.294754'}",,26.6467513069455,,06816,,412110110,,,,0.45,,44.6,,2023-09-23 08:21:10.557376,,0,213808,02514,,G00
03,50.2,2023-09-25 08:32:05.61308,,2763,4345,041211012,,026,,2023-09-23,99.280038,,K2309077,1.52769,1.97769,"{'act_yard_cut_wt': '26.78', 'knit_style_base': {'id': 2707, 'active': 1, 'foreign_id': 4429, 'base_style': 'CF5338', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'id': 4776, 'active': 1, 'created_date': '2023-09-06', 'version': '0', 'target_yard_cut_wt': '27', 'created_time': '16:34:32.233942', 'modified': '2023-11-29 22:58:16.294754', 'price': '0.45', 'foreign_id': 6696, 'roll_size': '50'}",,31.8,,06138,,412110120,,,,0.45,,50.2,,2023-09-25 08:31:10.891597,,41,213984,02514,,G00
01,49.6,2023-09-23 09:56:58.907878,,2763,4345,041211013,,026,,2023-09-22,98.093424,,K2309077,1.52769,1.97769,"{'foreign_id': 6696, 'roll_size': '50', 'target_yard_cut_wt': '27', 'created_time': '16:34:32.233942', 'modified': '2023-11-29 22:58:16.294754', 'price': '0.45', 'id': 4776, 'active': 1, 'created_date': '2023-09-06', 'version': '0', 'act_yard_cut_wt': '26.78', 'knit_style_base': {'foreign_id': 4429, 'active': 1, 'id': 2707, 'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None}}",,29.6340552651232,,06816,,412110130,,,,0.45,,49.6,,2023-09-23 09:56:09.92914,,0,213843,03487,,G00
03,49.2,2023-09-28 15:46:10.753029,,2763,4345,041211014,,026,,2023-09-22,97.302348,,K2309077,1.52769,1.97769,"{'price': '0.45', 'modified': '2023-11-29 22:58:16.294754', 'created_time': '16:34:32.233942', 'target_yard_cut_wt': '27', 'roll_size': '50', 'foreign_id': 6696, 'knit_style_base': {'base_style': 'CF5338', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2707, 'active': 1, 'foreign_id': 4429}, 'act_yard_cut_wt': '26.78', 'version': '0', 'created_date': '2023-09-06', 'active': 1, 'id': 4776}",,31,,06515,,412110140,,,,0.45,,49.2,,2023-09-28 15:46:10.374102,,40,214633,03487,,G00
00,50.1,2023-09-25 19:21:10.936133,,2763,4345,041211015,,026,,2023-09-25,99.082269,,K2309077,1.52769,1.97769,"{'target_yard_cut_wt': '27', 'created_time': '16:34:32.233942', 'modified': '2023-11-29 22:58:16.294754', 'price': '0.45', 'foreign_id': 6696, 'roll_size': '50', 'act_yard_cut_wt': '26.78', 'knit_style_base': {'base_style': 'CF5338', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'foreign_id': 4429, 'active': 1, 'id': 2707}, 'active': 1, 'id': 4776, 'created_date': '2023-09-06', 'version': '0'}",,29.932785660941,,07083,,412110150,,,,0.45,,50.1,,2023-09-25 19:21:10.48945,,0,214160,02514,,G00
02,24.3,2023-09-26 12:51:18.128646,,2765,4349,141212001,,044,,2023-09-25,49.086,,K2309081,1.57,2.02,"{'foreign_id': 6697, 'roll_size': '50', 'created_time': '16:36:25.161095', 'target_yard_cut_wt': '11.5', 'price': '0.45', 'modified': '2023-11-29 22:58:55.600012', 'active': 1, 'id': 4777, 'version': '0', 'created_date': '2023-09-06', 'act_yard_cut_wt': '13.50', 'knit_style_base': {'base_style': 'CF5339', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2708, 'active': 1, 'foreign_id': 4431}}",,27,,06804,,412120011,,,,0.45,,24.3,,2023-09-26 12:51:10.173485,,41,214261,01792,,G00
02,48.5,2023-09-26 13:51:10.83582,,2765,4349,041212002,,044,,2023-09-25,97.97,,K2309081,1.57,2.02,"{'roll_size': '50', 'foreign_id': 6697, 'price': '0.45', 'modified': '2023-11-29 22:58:55.600012', 'created_time': '16:36:25.161095', 'target_yard_cut_wt': '11.5', 'version': '0', 'created_date': '2023-09-06', 'id': 4777, 'active': 1, 'knit_style_base': {'foreign_id': 4431, 'id': 2708, 'active': 1, 'base_style': 'CF5339', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE'}, 'act_yard_cut_wt': '13.50'}",,58,,06804,,412120020,,,,0.45,,48.5,,2023-09-26 13:46:09.980718,,41,214276,01592,,G00
02,51.3,2023-09-26 09:46:11.662978,,2765,4349,041212003,,044,,2023-09-25,103.626,,K2309081,1.57,2.02,"{'act_yard_cut_wt': '13.50', 'knit_style_base': {'id': 2708, 'active': 1, 'foreign_id': 4431, 'base_style': 'CF5339', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'id': 4777, 'active': 1, 'version': '0', 'created_date': '2023-09-06', 'created_time': '16:36:25.161095', 'target_yard_cut_wt': '11.5', 'price': '0.45', 'modified': '2023-11-29 22:58:55.600012', 'foreign_id': 6697, 'roll_size': '50'}",,59,,06804,,412120030,,,,0.45,,51.3,,2023-09-26 06:16:11.020415,,41,214217,01592,,G00
02,57.5,2023-09-26 10:31:11.110283,,2765,4349,041212004,,044,,2023-09-25,116.15,,K2309081,1.57,2.02,"{'roll_size': '50', 'foreign_id': 6697, 'modified': '2023-11-29 22:58:55.600012', 'price': '0.45', 'target_yard_cut_wt': '11.5', 'created_time': '16:36:25.161095', 'created_date': '2023-09-06', 'version': '0', 'active': 1, 'id': 4777, 'knit_style_base': {'id': 2708, 'active': 1, 'foreign_id': 4431, 'base_style': 'CF5339', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '13.50'}",,67,,06804,,412120040,,,,0.45,,57.5,,2023-09-26 06:36:10.040501,,41,214233,01592,,G00
02,55.2,2023-09-26 09:31:12.308984,,2765,4349,041212005,,044,,2023-09-25,111.504,,K2309081,1.57,2.02,"{'foreign_id': 6697, 'roll_size': '50', 'target_yard_cut_wt': '11.5', 'created_time': '16:36:25.161095', 'modified': '2023-11-29 22:58:55.600012', 'price': '0.45', 'active': 1, 'id': 4777, 'created_date': '2023-09-06', 'version': '0', 'act_yard_cut_wt': '13.50', 'knit_style_base': {'foreign_id': 4431, 'id': 2708, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'base_style': 'CF5339'}}",,66.5,,06804,,412120050,,,,0.45,,55.2,,2023-09-26 07:11:10.925934,,41,214212,01592,,G00
02,52,2023-10-06 07:06:31.720153,,2803,4353,041223001,,075,,2023-10-05,120.64,,K2309085,1.57,2.32,"{'knit_style_base': {'base_style': 'CF5340', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2709, 'active': 1, 'foreign_id': 4432}, 'act_yard_cut_wt': '12.6', 'version': '0', 'created_date': '2023-09-06', 'id': 4778, 'active': 1, 'price': '0.75', 'modified': '2023-11-29 22:58:16.662425', 'created_time': '16:37:06.85857', 'target_yard_cut_wt': '12', 'roll_size': '50', 'foreign_id': 6698}",,71,,06804,,412230010,,,,0.75,,52,,2023-10-05 17:26:10.188978,,37,215489,01592,,G00
02,56.2,2023-10-06 09:36:56.179083,,2803,4353,041223002,,075,,2023-10-06,130.384,,K2309085,1.57,2.32,"{'version': '0', 'created_date': '2023-09-06', 'id': 4778, 'active': 1, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5340', 'foreign_id': 4432, 'id': 2709, 'active': 1}, 'act_yard_cut_wt': '12.6', 'roll_size': '50', 'foreign_id': 6698, 'price': '0.75', 'modified': '2023-11-29 22:58:16.662425', 'created_time': '16:37:06.85857', 'target_yard_cut_wt': '12'}",,73.7,,06804,,412230020,,,,0.75,,56.2,,2023-10-06 07:11:10.502201,,37,215512,01592,,G00
02,39.8,2023-10-06 08:26:10.930236,,2452,4351,041224016,,044,,2023-10-05,74.2097564573927,,K2309083,1.41456674516062,1.86456674516062,"{'active': 1, 'id': 4416, 'created_date': '2023-04-14', 'version': '0', 'act_yard_cut_wt': '11.92', 'knit_style_base': {'id': 2459, 'active': 1, 'foreign_id': 4088, 'base_style': 'CF5117-HVY', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'foreign_id': 6264, 'roll_size': '50', 'target_yard_cut_wt': '9.15', 'created_time': '08:24:01.962912', 'modified': '2023-10-12 09:09:27.733416', 'price': '0.45'}",,52.1,,06804,,412240160,,,,0.45,,39.8,,2023-10-06 08:26:10.548629,,41,215503,02505,,G00
03,46.2,2023-10-16 19:41:10.82,,2452,4351,041224021,,044,,2023-10-16,86.0175457458282,,K2309083,1.41185163952009,1.86185163952009,"{'modified': '2023-10-12 09:09:27.733416', 'price': '0.45', 'target_yard_cut_wt': '9.15', 'created_time': '08:24:01.962912', 'roll_size': '50', 'foreign_id': 6264, 'knit_style_base': {'foreign_id': 4088, 'id': 2459, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'base_style': 'CF5117-HVY'}, 'act_yard_cut_wt': '11.92', 'created_date': '2023-04-14', 'version': '0', 'active': 1, 'id': 4416}",,56.9,,06951,,412240210,,,,0.45,,46.2,,2023-10-16 19:41:10.336783,,40,216679,06634,,G00
03,40.4,2023-10-17 02:26:11.235051,,2452,4351,041224022,,044,,2023-10-16,75.2188062366116,,K2309083,1.41185163952009,1.86185163952009,"{'act_yard_cut_wt': '11.92', 'knit_style_base': {'active': 1, 'id': 2459, 'foreign_id': 4088, 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5117-HVY'}, 'id': 4416, 'active': 1, 'created_date': '2023-04-14', 'version': '0', 'target_yard_cut_wt': '9.15', 'created_time': '08:24:01.962912', 'modified': '2023-10-12 09:09:27.733416', 'price': '0.45', 'foreign_id': 6264, 'roll_size': '50'}",,47.8,,06250,,412240220,,,,0.45,,40.4,,2023-10-17 02:26:10.837379,,40,216720,01592,,G00
03,40.3,2023-10-17 02:56:11.366226,,2452,4351,041224023,,044,,2023-10-16,75.0326210726596,,K2309083,1.41185163952009,1.86185163952009,"{'foreign_id': 6264, 'roll_size': '50', 'created_time': '08:24:01.962912', 'target_yard_cut_wt': '9.15', 'price': '0.45', 'modified': '2023-10-12 09:09:27.733416', 'id': 4416, 'active': 1, 'version': '0', 'created_date': '2023-04-14', 'act_yard_cut_wt': '11.92', 'knit_style_base': {'active': 1, 'id': 2459, 'foreign_id': 4088, 'base_style': 'CF5117-HVY', 'qs_customer': 'NEWB - NEW BALANCE', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}}",,50.2,,06250,,412240230,,,,0.45,,40.3,,2023-10-17 01:06:11.104053,,41,216722,01592,,G00
03,40.3,2023-10-17 03:36:46.89251,,2452,4351,041224024,,044,,2023-10-16,75.0326210726596,,K2309083,1.41185163952009,1.86185163952009,"{'act_yard_cut_wt': '11.92', 'knit_style_base': {'base_style': 'CF5117-HVY', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2459, 'foreign_id': 4088}, 'id': 4416, 'active': 1, 'version': '0', 'created_date': '2023-04-14', 'created_time': '08:24:01.962912', 'target_yard_cut_wt': '9.15', 'price': '0.45', 'modified': '2023-10-12 09:09:27.733416', 'foreign_id': 6264, 'roll_size': '50'}",,50.1,,06250,,412240240,,,,0.45,,40.3,,2023-10-17 03:36:12.143201,,41,216727,01592,,G00
03,40.2,2023-10-17 02:46:10.933808,,2452,4351,041224025,,044,,2023-10-16,74.8464359087076,,K2309083,1.41185163952009,1.86185163952009,"{'foreign_id': 6264, 'roll_size': '50', 'target_yard_cut_wt': '9.15', 'created_time': '08:24:01.962912', 'modified': '2023-10-12 09:09:27.733416', 'price': '0.45', 'id': 4416, 'active': 1, 'created_date': '2023-04-14', 'version': '0', 'act_yard_cut_wt': '11.92', 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'NEWB - NEW BALANCE', 'base_style': 'CF5117-HVY', 'foreign_id': 4088, 'id': 2459, 'active': 1}}",,50.2,,06250,,412240250,,,,0.45,,40.2,,2023-10-17 02:46:10.521831,,41,216721,01592,,G00
03,49.1,2023-10-12 04:11:11.874883,,2462,4352,041225004,,075,,2023-10-10,106.192113434351,,K2309084,1.41277216770572,2.16277216770572,"{'version': '0', 'created_date': '2023-04-14', 'id': 4417, 'active': 1, 'knit_style_base': {'active': 1, 'id': 2460, 'foreign_id': 4090, 'base_style': 'CF5288', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}, 'act_yard_cut_wt': '12', 'roll_size': '50', 'foreign_id': 6266, 'price': '0.75', 'modified': '2023-09-21 16:22:59.815645', 'created_time': '10:01:33.835724', 'target_yard_cut_wt': '12'}",,65.4,,06250,,412250040,,,,0.75,,49.1,,2023-10-12 04:11:11.392263,,39,216247,07078,,G00
00,40.2,2024-04-01 13:36:35.014704,,2885,4470,841463274,,124,,2024-03-30,173.464555603073,,K2310088,3.11503869659386,4.31503869659386,"{'created_date': '2023-10-24', 'version': '1', 'active': 1, 'id': 4907, 'knit_style_base': {'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180000', 'foreign_id': 443, 'active': 1, 'id': 2626}, 'act_yard_cut_wt': '8.94', 'roll_size': '40', 'foreign_id': 6849, 'modified': '2024-03-26 11:59:31.238189', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '16:54:53.633762'}",,71.9463087248322,,06816,,414632748,,,,1.20,,40.2,,2023-12-01 10:46:10.198931,,0,240743,08011,,G00
00,40.3,2024-04-01 13:31:58.868264,,2885,4470,841463277,,124,,2024-03-30,173.896059472733,,K2310088,3.11503869659386,4.31503869659386,"{'modified': '2024-03-26 11:59:31.238189', 'price': '1.20', 'target_yard_cut_wt': '9.50', 'created_time': '16:54:53.633762', 'roll_size': '40', 'foreign_id': 6849, 'knit_style_base': {'foreign_id': 443, 'active': 1, 'id': 2626, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'FAYT - FAYTEX CORP', 'created_time': None, 'base_style': '180000'}, 'act_yard_cut_wt': '8.94', 'created_date': '2023-10-24', 'version': '1', 'id': 4907, 'active': 1}",,72.1252796420582,,06816,,414632778,,,,1.20,,40.3,,2023-12-02 04:56:10.45129,,0,240741,02395,,G00
