job,updated_by,quoted_date,uom,qty_G00,requested_date,qty_shipped,id,knitter,sched_done_dt,balance,qty_received,knit_start,sched_enter_dt,seconds,instructions,close_dt,knit_style_base,created_by,note,created_date,internal_notes,modified,costing_exception_overridden,knit_price,unit_cost_yarn,machine,knit_version,schedule_status,customer_service_rep,active,ship_to_processor,qty_ordered,status,ship_to,split_from,serial_number,sched_enter_by,related_dye_order_plan,sched_done_by,purchase_order,bki
34268,9,,lbs,,2025-10-31,,6600,1,,2400,0,2025-10-06,2025-09-03 12:55:30.164274,,,,"{'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '3009OW', 'id': 2399, 'active': 1, 'foreign_id': 4015}",9,,2025-09-03 12:55:30.164274,,2025-09-03 12:55:30.164274,0,0.40,1.24,120,"{'price': '0.40', 'modified': '2023-09-29 08:09:09.117619', 'created_time': '14:20:06.0442', 'target_yard_cut_wt': '7.80', 'roll_size': '50', 'foreign_id': 6167, 'knit_style_base': 2399, 'act_yard_cut_wt': '8.36', 'version': '0', 'created_date': '2023-03-10', 'active': 1, 'id': 4333}",Required,1,1,4.0,2400,Open,,,K2509005,9,,,,
34262,5,,lbs,256,2025-09-24,1033.9,6599,1,,689.7,1060.3,2025-09-03,2025-09-03 09:57:22.578535,229.6,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4584A', 'id': 3255, 'active': 1, 'foreign_id': 5148}",52,,2025-09-03 09:57:22.578535,,2025-09-11 22:01:12.165205,0,0.85,1.42521,,"{'act_yard_cut_wt': '29.60', 'knit_style_base': 3255, 'id': 6356, 'active': 1, 'version': '2', 'created_date': '2025-09-03', 'created_time': '09:48:44.861047', 'target_yard_cut_wt': '28.60', 'price': '0.85', 'modified': '2025-09-09 08:59:40.195162', 'foreign_id': 8526, 'roll_size': '250'}",Required,19,1,,1750,Open,,,K2509004,52,9072.0,,,
34260,52,,lbs,,2025-09-03,68.1,6598,1,,5.6,44.4,2025-09-03,2025-09-03 09:13:03.094686,23.7,SSB Sample (CIB3941-1),,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4760A', 'active': 1, 'id': 3464, 'foreign_id': 5401}",52,,2025-09-03 09:13:03.094686,,2025-09-05 08:06:11.560263,0,0.85,2.80296,,"{'foreign_id': 8360, 'roll_size': '50', 'created_time': '15:00:28.046943', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-11 13:40:14.510635', 'active': 1, 'id': 6214, 'version': '3', 'created_date': '2025-07-03', 'act_yard_cut_wt': '25.00', 'knit_style_base': 3464}",,19,1,,50,Open,,,K2509003,52,9070.0,,,
34237,80,,lbs,,2025-09-16,,6597,1,,65,0,2025-09-04,2025-09-02 13:32:08.354335,,,,"{'foreign_id': 5483, 'id': 3527, 'active': 1, 'base_style': 'CEE4804A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",80,,2025-09-02 13:32:08.354335,,2025-09-12 09:34:07.837238,0,1.25,1.494674,221,"{'modified': '2025-09-12 15:32:07.060219', 'price': '1.25', 'target_yard_cut_wt': '27.7', 'created_time': '13:04:39.2764', 'roll_size': '65', 'foreign_id': 8523, 'knit_style_base': 3527, 'act_yard_cut_wt': '24.05', 'created_date': '2025-09-02', 'version': '1', 'active': 1, 'id': 6353}",Required,16,1,,65,Open,,,K2509002,80,9067.0,,,45436
34236,10,,lbs,516.4,2025-09-05,,6596,1,,0,516.4,2025-09-04,2025-09-02 12:33:18.417817,,WL Gore / MR Trial,,"{'foreign_id': 4793, 'id': 2980, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'WLGO - W.L. GORE & ASSOCIATES, INC', 'base_style': 'KBDU600K'}",10,,2025-09-02 12:33:18.417817,,2025-09-11 19:56:09.799299,0,1.25,42.1,,"{'target_yard_cut_wt': '4.10', 'created_time': '15:34:24.514573', 'modified': '2025-09-11 08:23:56.315228', 'price': '1.25', 'foreign_id': 8522, 'roll_size': '74', 'act_yard_cut_wt': '4.0', 'knit_style_base': 2980, 'active': 1, 'id': 6352, 'created_date': '2025-08-29', 'version': '1TMR'}",,2,1,,444,Open,,,K2509001,10,9066.0,,,
34196,9,,lbs,,2025-10-17,,6595,1,,3200,0,2025-09-05,2025-08-29 09:31:04.832226,,,,"{'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '721SM0627', 'id': 691, 'active': 1, 'foreign_id': 221}",9,,2025-08-29 09:31:04.832226,,2025-08-29 09:31:55.958763,0,0.60,4.03823,45,"{'foreign_id': 2912, 'roll_size': '80', 'created_time': '11:46:10.770839', 'target_yard_cut_wt': '24.5', 'price': '0.60', 'modified': '2024-02-22 08:45:10.369645', 'active': 1, 'id': 1767, 'version': '1', 'created_date': '2020-08-25', 'act_yard_cut_wt': '29.04', 'knit_style_base': 691}",Required,1,1,3.0,3200,Open,,,K2508092,9,9064.0,,,
34173,9,,lbs,313.5,2025-09-05,7.1,6594,1,,886.5,313.5,2025-08-29,2025-08-28 11:02:20.582663,7.1,,,"{'base_style': 'CF5506', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'foreign_id': 5357, 'id': 3429, 'active': 1}",9,,2025-08-28 11:02:20.582663,,2025-09-10 12:56:10.055261,0,1.00,5.13,83,"{'active': 1, 'id': 6137, 'version': '0', 'created_date': '2025-05-30', 'act_yard_cut_wt': '8.80', 'knit_style_base': 3429, 'foreign_id': 8271, 'roll_size': '50', 'created_time': '08:31:08.3781', 'target_yard_cut_wt': '8.35', 'price': '1.00', 'modified': '2025-09-05 08:19:56.998818'}",Required,1,1,4.0,1200,Open,,,K2508091,9,,,,
34167,5,2025-10-03,lbs,248,2025-10-03,1754.7,6593,1,,2110.5,1889.5,2025-09-08,2025-08-27 17:05:01.488735,113.2,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CT3085', 'foreign_id': 2587, 'id': 1317, 'active': 1}",72,,2025-08-27 17:05:01.488735,,2025-09-12 11:56:22.875967,0,0.85,1.25512,186,"{'roll_size': '250', 'foreign_id': 8520, 'price': '0.85', 'modified': '2025-09-05 10:29:27.595864', 'created_time': '17:00:46.713544', 'target_yard_cut_wt': '17.80', 'version': '1DU', 'created_date': '2025-08-27', 'active': 1, 'id': 6350, 'knit_style_base': 1317, 'act_yard_cut_wt': '16.45'}",Required,19,1,,4000,Open,,,K2508090,72,9061.0,,,
34160,5,2025-11-28,lbs,,2025-11-28,1884.0,6592,1,,14395.1,1604.9,2025-08-28,2025-08-27 14:18:58.368858,279.1,,,"{'id': 2257, 'active': 1, 'foreign_id': 3841, 'base_style': 'CEE3050', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,,2025-08-27 14:18:58.368858,,2025-09-09 20:01:14.27589,0,1.25,1.45697,135,"{'created_time': '09:36:03.462027', 'target_yard_cut_wt': '31.00', 'price': '1.25', 'modified': '2025-09-02 13:35:45.714638', 'foreign_id': 8418, 'roll_size': '250', 'act_yard_cut_wt': '33.75', 'knit_style_base': 2257, 'active': 1, 'id': 6261, 'version': '1CU', 'created_date': '2025-07-23'}",Complete,19,1,,16000,Open,,,K2508089,72,9057.0,,,
34155,72,2025-10-31,lbs,,2025-10-31,,6591,1,,500,0,2025-10-13,2025-08-27 13:07:17.250131,,,,"{'base_style': 'CEE2750', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 3605, 'active': 1, 'id': 2067}",72,,2025-08-27 13:07:17.250131,,2025-08-27 13:08:02.275632,0,1.25,1.53182,,"{'active': 1, 'id': 6345, 'version': '1L', 'created_date': '2025-08-27', 'act_yard_cut_wt': '41.04', 'knit_style_base': 2067, 'foreign_id': 8515, 'roll_size': '250', 'created_time': '12:58:40.093028', 'target_yard_cut_wt': '36.50', 'price': '1.25', 'modified': '2025-08-27 12:58:40.093028'}",Required,19,1,,500,Open,,,K2508088,72,9056.0,,,
34154,72,2025-10-31,lbs,,2025-10-31,,6590,1,,5750,0,2025-10-01,2025-08-27 13:04:36.222381,,,,"{'base_style': 'CEE2748', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 3603, 'active': 1, 'id': 2064}",72,,2025-08-27 13:04:36.222381,,2025-09-12 15:02:15.50397,0,1.25,1.53623,,"{'created_date': '2025-08-27', 'version': '1D', 'id': 6344, 'active': 1, 'knit_style_base': 2064, 'act_yard_cut_wt': '42.50', 'roll_size': '250', 'foreign_id': 8514, 'modified': '2025-09-12 14:57:32.26296', 'price': '1.25', 'target_yard_cut_wt': '39.00', 'created_time': '12:57:43.31588'}",Required,19,1,,5750,Open,,,K2508087,72,9055.0,,,
34153,72,2025-10-31,lbs,,2025-10-31,,6589,1,,2000,0,2025-10-01,2025-08-27 13:00:48.260541,,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'base_style': 'CEE2746', 'foreign_id': 3602, 'active': 1, 'id': 2063}",72,,2025-08-27 13:00:48.260541,,2025-09-12 14:10:10.63889,0,1.25,1.53623,,"{'act_yard_cut_wt': '41.98', 'knit_style_base': 2063, 'active': 1, 'id': 6343, 'version': '1L', 'created_date': '2025-08-27', 'created_time': '12:56:38.640032', 'target_yard_cut_wt': '39.00', 'price': '1.25', 'modified': '2025-09-12 14:06:32.136172', 'foreign_id': 8513, 'roll_size': '250'}",Required,19,1,,2000,Open,,,K2508086,72,9054.0,,,
34149,9,,lbs,687.2,2025-09-12,,6588,1,,704.8,687.2,2025-08-28,2025-08-27 11:57:39.844006,42,,,"{'active': 1, 'id': 1662, 'foreign_id': 3065, 'base_style': '2094', 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,2025-08-27 11:57:39.844006,,2025-09-12 14:06:28.521046,0,0.60,2.50402,22,"{'version': '1', 'created_date': '2025-08-27', 'id': 6342, 'active': 1, 'knit_style_base': 1662, 'act_yard_cut_wt': '15.60', 'roll_size': '58', 'foreign_id': 8512, 'price': '0.60', 'modified': '2025-08-27 11:50:46.259834', 'created_time': '11:50:46.259834', 'target_yard_cut_wt': '17.25'}",Required,1,1,4.0,1392,Open,,,K2508085,9,,,,
34146,9,,lbs,90.3,2025-09-05,13.8,6587,1,,109.7,90.3,2025-08-28,2025-08-27 10:00:12.463211,163.8,,,"{'foreign_id': 5240, 'active': 1, 'id': 3337, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5476'}",9,,2025-08-27 10:00:12.463211,,2025-09-12 19:01:12.681085,0,1.00,0,88,"{'act_yard_cut_wt': '9.20', 'knit_style_base': 3337, 'id': 5950, 'active': 1, 'created_date': '2025-02-17', 'version': '0', 'target_yard_cut_wt': '9.15', 'created_time': '10:41:35.293498', 'modified': '2025-09-09 08:20:34.390683', 'price': '1.00', 'foreign_id': 8041, 'roll_size': '50'}",Required,1,1,1.0,200,Open,,,K2508084,9,,,,
33438,72,2025-10-30,lbs,982,2025-10-30,4558,6586,1,,18225,5525,2025-08-27,2025-08-27 08:50:34.643899,15,,,"{'active': 1, 'id': 2906, 'foreign_id': 4695, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4313A'}",72,,2025-08-27 08:50:34.643899,,2025-09-12 15:56:09.346557,0,0.85,2.5589,187,"{'id': 6293, 'active': 1, 'created_date': '2025-08-06', 'version': '3RECU', 'act_yard_cut_wt': '34.20', 'knit_style_base': 2906, 'foreign_id': 8452, 'roll_size': '250', 'target_yard_cut_wt': '34.5', 'created_time': '10:06:27.051648', 'modified': '2025-08-06 10:08:12.682026', 'price': '0.85'}",Complete,19,1,,23750,Open,,6464.0,K2508083,72,8902.0,,,45301
34140,80,,lbs,,2025-08-29,,6585,1,,100,0,2025-08-27,2025-08-26 16:30:51.111224,,,,"{'id': 3470, 'active': 1, 'foreign_id': 5414, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5513'}",80,,2025-08-26 16:30:51.111224,,2025-09-12 11:37:21.488137,0,2.00,4.86572,66,"{'act_yard_cut_wt': '7.70', 'knit_style_base': 3470, 'id': 6341, 'active': 1, 'version': 'T', 'created_date': '2025-08-26', 'created_time': '16:13:40.326667', 'target_yard_cut_wt': '7.80', 'price': '2.00', 'modified': '2025-08-26 16:37:31.318238', 'foreign_id': 8510, 'roll_size': '50'}",Required,16,1,,100,Open,,,K2508082,80,9050.0,,,45410
34113,9,,lbs,25.3,2025-08-29,,6584,1,,0,25.3,2025-08-27,2025-08-25 12:06:34.979301,,,,"{'base_style': 'CF5528', 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3525, 'foreign_id': 5480}",9,,2025-08-25 12:06:34.979301,,2025-08-28 22:31:12.655856,0,0.60,0.253628,65,"{'foreign_id': 8507, 'roll_size': '25', 'created_time': '08:47:31.670632', 'target_yard_cut_wt': '9.10', 'price': '0.60', 'modified': '2025-08-29 09:35:22.861607', 'id': 6338, 'active': 1, 'version': '0', 'created_date': '2025-08-25', 'act_yard_cut_wt': '10.45', 'knit_style_base': 3525}",Required,1,1,4.0,25,Open,,,K2508081,9,,,,
34112,72,2025-09-12,lbs,927.8,2025-09-12,19.6,6583,1,,822.2,927.8,2025-09-01,2025-08-25 12:06:22.014942,105.8,,,"{'base_style': 'C2B3237', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1552, 'active': 1, 'foreign_id': 2921}",72,,2025-08-25 12:06:22.014942,,2025-09-12 16:36:09.30406,0,0.85,1.43968,199,"{'knit_style_base': 1552, 'act_yard_cut_wt': '30.5', 'version': '3B', 'created_date': '2025-04-03', 'id': 6048, 'active': 1, 'price': '0.85', 'modified': '2025-09-09 08:52:53.395795', 'created_time': '15:50:38.258385', 'target_yard_cut_wt': '30.50', 'roll_size': '250', 'foreign_id': 8155}",Required,19,1,,1750,Open,,,K2508080,72,9048.0,,,45403
34111,9,,lbs,,2025-08-29,,6582,1,,500,0,2025-08-27,2025-08-25 12:04:57.185214,,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'base_style': 'CF5527', 'foreign_id': 5479, 'id': 3524, 'active': 1}",9,,2025-08-25 12:04:57.185214,,2025-08-25 12:07:04.027001,0,0.60,0,44,"{'roll_size': '50', 'foreign_id': 8506, 'modified': '2025-08-25 11:48:39.38107', 'price': '0.60', 'target_yard_cut_wt': '8.40', 'created_time': '08:39:02.857798', 'created_date': '2025-08-25', 'version': '0', 'active': 1, 'id': 6337, 'knit_style_base': 3524, 'act_yard_cut_wt': None}",Required,1,1,4.0,500,Open,,,K2508079,9,,,,
34109,9,,lbs,,2025-09-26,,6581,1,,800,0,2025-08-26,2025-08-25 11:18:27.593672,,,,"{'id': 3132, 'active': 1, 'foreign_id': 4991, 'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '1924'}",9,,2025-08-25 11:18:27.593672,,2025-08-28 08:33:54.309172,0,1.25,9.518815,57,"{'id': 5607, 'active': 1, 'created_date': '2024-09-05', 'version': '0', 'act_yard_cut_wt': None, 'knit_style_base': 3132, 'foreign_id': 7641, 'roll_size': '50', 'target_yard_cut_wt': '11.30', 'created_time': '14:02:37.247303', 'modified': '2025-08-27 08:28:01.048211', 'price': '1.25'}",Required,1,1,1.0,800,Open,,,K2508078,9,,,,
34086,72,2025-09-05,lbs,,2025-09-05,790.9,6580,1,,0,768,2025-08-25,2025-08-22 11:28:31.981894,22.9,,,"{'foreign_id': 4448, 'id': 2725, 'active': 1, 'base_style': 'C1B4139A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",72,,2025-08-22 11:28:31.981894,,2025-09-03 14:21:12.545664,0,0.85,2.54499,194,"{'version': '1B', 'created_date': '2025-08-19', 'id': 6332, 'active': 1, 'knit_style_base': 2725, 'act_yard_cut_wt': '17.55', 'roll_size': '250', 'foreign_id': 8501, 'price': '0.85', 'modified': '2025-09-04 13:36:53.196793', 'created_time': '14:38:28.589309', 'target_yard_cut_wt': '15.00'}",Complete,19,1,,750,Open,,,K2508077,72,9046.0,,,
34084,72,2025-09-12,lbs,,2025-09-12,1490.6,6579,1,,96.9000000000001,1403.1,2025-08-25,2025-08-22 11:14:24.469183,87.5,,,"{'id': 250, 'active': 1, 'foreign_id': 831, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT2222'}",72,,2025-08-22 11:14:24.469183,,2025-09-04 17:06:13.665984,0,0.85,2.10848,199,"{'knit_style_base': 250, 'act_yard_cut_wt': '21.05', 'created_date': '2025-08-22', 'version': '1AT', 'id': 6336, 'active': 1, 'modified': '2025-09-04 13:12:05.110316', 'price': '0.85', 'target_yard_cut_wt': '18.25', 'created_time': '10:48:50.637651', 'roll_size': '250', 'foreign_id': 8505}",Complete,19,1,,1500,Open,,,K2508076,72,9045.0,,,
34083,5,2025-10-31,lbs,746,2025-10-31,17.3,6578,1,,7754,746,2025-08-27,2025-08-22 11:10:12.207924,265.3,,,"{'id': 2991, 'active': 1, 'foreign_id': 4806, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4125A'}",72,,2025-08-22 11:10:12.207924,,2025-09-12 22:51:12.602266,0,0.85,2.49394,197,"{'id': 5978, 'active': 1, 'version': '1T', 'created_date': '2025-03-06', 'act_yard_cut_wt': '18.85', 'knit_style_base': 2991, 'foreign_id': 8074, 'roll_size': '250', 'created_time': '11:07:12.510032', 'target_yard_cut_wt': '19', 'price': '0.85', 'modified': '2025-09-08 16:43:05.495307'}",Required,19,1,,8500,Open,,,K2508075,72,9044.0,,,45432
34079,72,2025-08-29,lbs,,2025-08-29,700.1,6577,1,,344.5,655.5,2025-08-22,2025-08-21 16:14:36.388713,44.6,,,"{'base_style': 'CEE3267', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 1495, 'active': 1, 'foreign_id': 2853}",72,,2025-08-21 16:14:36.388713,,2025-09-03 21:16:10.266054,0,1.20,2.87499,221,"{'knit_style_base': 1495, 'act_yard_cut_wt': '29.15', 'created_date': '2025-08-11', 'version': '3CEL', 'active': 1, 'id': 6305, 'modified': '2025-08-21 16:10:55.637199', 'price': '1.25', 'target_yard_cut_wt': '26.00', 'created_time': '13:33:55.13273', 'roll_size': '250', 'foreign_id': 8469}",Complete,19,1,,1000,Open,,,K2508074,72,9043.0,,,45390
34075,72,2025-09-12,lbs,517,2025-09-12,1896.7,6576,1,,349,2401,2025-08-25,2025-08-21 15:47:08.459959,12.7,,,"{'active': 1, 'id': 2999, 'foreign_id': 4821, 'base_style': 'C1B4374A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",72,,2025-08-21 15:47:08.459959,,2025-09-12 10:56:09.585662,0,0.85,4.39475,195,"{'modified': '2025-09-11 11:42:52.182184', 'price': '0.85', 'target_yard_cut_wt': '26.40', 'created_time': '15:43:38.162484', 'roll_size': '250', 'foreign_id': 8504, 'knit_style_base': 2999, 'act_yard_cut_wt': '26.00', 'created_date': '2025-08-21', 'version': '1H', 'id': 6335, 'active': 1}",Complete,19,1,,2750,Open,,,K2508073,72,9042.0,,,
34069,9,,lbs,,2025-09-05,143.5,6575,1,,11.8,138.2,2025-08-25,2025-08-21 13:39:44.788745,5.3,,,"{'foreign_id': 5008, 'id': 3287, 'active': 1, 'base_style': 'CF5430', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY'}",9,,2025-08-21 13:39:44.788745,,2025-08-26 19:26:10.741144,0,0.50,0.22562,65,"{'foreign_id': 7677, 'roll_size': '30', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'id': 5874, 'active': 1, 'created_date': '2024-09-18', 'version': '0', 'act_yard_cut_wt': '11.00', 'knit_style_base': 3287}",Required,1,1,4.0,150,Open,,,K2508072,9,,,ML81924-H,
34067,9,,lbs,1077.9,2025-09-26,2382.0,6574,1,,140.1,3459.9,2025-09-15,2025-08-21 13:38:37.441771,,,,"{'active': 1, 'id': 3289, 'foreign_id': 5157, 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CF5459'}",9,,2025-08-21 13:38:37.441771,,2025-09-10 15:31:19.177802,0,0.50,0,58,"{'act_yard_cut_wt': '10.15', 'knit_style_base': 3289, 'id': 5875, 'active': 1, 'version': '0', 'created_date': '2024-12-03', 'created_time': '16:01:26.261629', 'target_yard_cut_wt': '10.00', 'price': '0.50', 'modified': '2025-06-26 16:24:19.368616', 'foreign_id': 7893, 'roll_size': '50'}",Required,1,1,4.0,3600,Open,,,K2508071,9,,,ML81924-H,
34058,9,,lbs,588.1,2025-09-26,1232.3,6572,1,,1814.7,1785.3,2025-09-01,2025-08-21 11:26:43.916463,47.7,,,"{'active': 1, 'id': 1774, 'foreign_id': 3232, 'base_style': '1945', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",9,,2025-08-21 11:26:43.916463,,2025-09-11 13:26:19.258682,0,0.55,1.85,94,"{'roll_size': '50', 'foreign_id': 8508, 'modified': '2025-08-27 11:18:53.884527', 'price': '0.55', 'target_yard_cut_wt': '10.00', 'created_time': '12:59:39.688667', 'created_date': '2025-08-25', 'version': 'R', 'active': 1, 'id': 6339, 'knit_style_base': 1774, 'act_yard_cut_wt': '8.24'}",Required,1,1,4.0,3600,Open,,,K2508069,9,9036.0,,250277,
34054,9,,lbs,,2025-09-12,3527.5,6571,1,,1382.7,3489.3,2025-08-25,2025-08-21 09:12:44.132513,38.2,,,"{'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '2094', 'active': 1, 'id': 1662, 'foreign_id': 3065}",9,,2025-08-21 09:12:44.132513,,2025-09-05 15:26:37.279325,0,0.60,0.68894,39,"{'target_yard_cut_wt': '17.25', 'created_time': '13:00:39.233336', 'modified': '2025-08-27 11:17:15.193741', 'price': '0.60', 'foreign_id': 8509, 'roll_size': '58', 'act_yard_cut_wt': '15.60', 'knit_style_base': 1662, 'active': 1, 'id': 6340, 'created_date': '2025-08-25', 'version': 'R'}",Required,1,1,4.0,4872,Open,,,K2508068,9,9035.0,,250274,
34047,52,,lbs,,2025-11-20,2326,6570,1,,1674,2326,,2025-08-20 15:26:11.734646,,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4584A', 'id': 3255, 'active': 1, 'foreign_id': 5148}",52,,2025-08-20 15:26:11.734646,,2025-09-05 17:06:20.573068,0,0.85,1.42521,,"{'foreign_id': 8503, 'roll_size': '250', 'target_yard_cut_wt': '28.60', 'created_time': '10:52:04.041396', 'modified': '2025-08-21 10:35:34.039565', 'price': '0.85', 'id': 6334, 'active': 1, 'created_date': '2025-08-20', 'version': '1E', 'act_yard_cut_wt': '27.20', 'knit_style_base': 3255}",,19,1,,4000,Open,,,K2508067,52,9033.0,,,
34041,10,,lbs,1393.8,2025-09-12,,6569,1,,55.7,1393.8,,2025-08-20 11:56:43.153435,60.1,STHS / 14 PC Lots,,"{'id': 2519, 'active': 1, 'foreign_id': 4171, 'created_time': None, 'qs_customer': 'STHS - STRAEHLE + HESS USA', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '125792'}",10,,2025-08-20 11:56:43.153435,,2025-09-13 00:15:38.607271,0,1.00,2.47644,,"{'roll_size': '50', 'foreign_id': 8020, 'modified': '2025-04-21 15:45:48.072651', 'price': '1.00', 'target_yard_cut_wt': '16.50', 'created_time': '09:01:07.648032', 'created_date': '2025-02-07', 'version': '1', 'id': 5935, 'active': 1, 'knit_style_base': 2519, 'act_yard_cut_wt': '15.60'}",,2,1,4.0,1400,Open,,,K2508066,10,9032.0,,4500226868,
34034,72,2025-09-19,lbs,,2025-09-19,991.7,6568,1,,29,971,,2025-08-20 09:37:18.094033,20.7,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CT2876', 'foreign_id': 2317, 'id': 1128, 'active': 1}",72,,2025-08-20 09:37:18.094033,,2025-09-09 14:36:12.83655,0,0.85,2.17504,,"{'created_time': '10:21:25.927849', 'target_yard_cut_wt': '22.60', 'price': '0.85', 'modified': '2025-09-05 10:30:40.17586', 'foreign_id': 8500, 'roll_size': '250', 'act_yard_cut_wt': '24.55', 'knit_style_base': 1128, 'id': 6331, 'active': 1, 'version': '2', 'created_date': '2025-08-19'}",Required,19,1,,1000,Open,,,K2508065,72,9031.0,,,
