job,uom,qty_G00,requested_date,quoted_date,knitter,qty_shipped,id,updated_by,seconds,instructions,sched_done_dt,balance,knit_start,sched_enter_dt,qty_received,created_date,note,internal_notes,knit_style_base,close_dt,created_by,machine,unit_cost_yarn,knit_version,knit_price,modified,costing_exception_overridden,customer_service_rep,active,ship_to_processor,schedule_status,sched_enter_by,split_from,serial_number,status,ship_to,qty_ordered,sched_done_by,purchase_order,related_dye_order_plan,bki
34304,lbs,701.3,2025-09-26,,1,769,6606,5,48.7,,,3529.7,2025-09-05,2025-09-05 10:07:33.075352,1470.3,2025-09-05 10:07:33.075352,,,"{'foreign_id': 3695, 'id': 2131, 'active': 1, 'base_style': 'CEE2839', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING'}",,52,211,1.5356,"{'active': 1, 'id': 6357, 'version': '1DE', 'created_date': '2025-09-05', 'act_yard_cut_wt': '41.82', 'knit_style_base': 2131, 'foreign_id': 8529, 'roll_size': '250', 'created_time': '10:23:58.924877', 'target_yard_cut_wt': '37.50', 'price': '1.25', 'modified': '2025-09-05 16:17:30.780139'}",1.25,2025-09-13 10:31:13.624944,0,19,1,,Required,52,,K2509011,Open,,5000,,,9083.0,
34295,lbs,,2025-09-22,,1,,6605,80,,,,450,2025-09-11,2025-09-04 15:47:29.371355,0,2025-09-04 15:47:29.371355,,,"{'active': 1, 'id': 3528, 'foreign_id': 5484, 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT4808'}",,80,538,0.95,"{'roll_size': '50', 'foreign_id': 8524, 'modified': '2025-09-12 14:50:04.531069', 'price': '1.00', 'target_yard_cut_wt': '17.5', 'created_time': '16:54:03.026868', 'created_date': '2025-09-02', 'version': '0', 'active': 1, 'id': 6354, 'knit_style_base': 3528, 'act_yard_cut_wt': '17.555'}",1.00,2025-09-04 15:57:21.719595,0,16,1,,Required,80,,K2509010,Open,,450,,,9081.0,45452
34287,lbs,,2025-10-10,,1,,6604,5,,,,5000,2025-09-15,2025-09-04 13:20:09.308775,0,2025-09-04 13:20:09.308775,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '751SM0780', 'foreign_id': 290, 'id': 542, 'active': 1}",,9,100,3.3911,"{'roll_size': '125', 'foreign_id': 290, 'modified': '2023-11-29 22:58:58.768231', 'price': '1.25', 'target_yard_cut_wt': '29.00', 'created_time': '09:59:43.909493', 'created_date': '2018-06-22', 'version': '1', 'active': 1, 'id': 1045, 'knit_style_base': 542, 'act_yard_cut_wt': '28.36'}",1.25,2025-09-08 22:48:26.458205,0,1,1,3.0,Required,9,,K2509009,Open,,5000,,,9080.0,
34285,lbs,27,2025-10-03,,1,379.3,6603,9,71.5,,,3930.2,2025-09-05,2025-09-04 12:02:28.11132,389.8,2025-09-04 12:02:28.11132,,,"{'base_style': 'CF5500', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 3410, 'foreign_id': 5330}",,9,542,4.59504,"{'knit_style_base': 3410, 'act_yard_cut_wt': '7.835', 'created_date': '2025-09-03', 'version': 'TUB1', 'id': 6355, 'active': 1, 'modified': '2025-09-05 16:45:04.392268', 'price': '1.00', 'target_yard_cut_wt': '7.50', 'created_time': '09:45:52.30056', 'roll_size': '40', 'foreign_id': 8525}",1.00,2025-09-12 10:36:09.680374,0,1,1,4.0,Required,9,,K2509008,Open,,4320,,,9078.0,
34270,lbs,540.0,2025-10-03,,1,12.1,6602,9,12.1,,,5860,2025-09-08,2025-09-03 12:58:02.982768,540.0,2025-09-03 12:58:02.982768,,,"{'id': 614, 'active': 1, 'foreign_id': 495, 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '71246'}",,9,115,7.85144,"{'created_time': '11:36:16.78898', 'target_yard_cut_wt': '11.00', 'price': '0.80', 'modified': '2025-07-25 12:58:44.90066', 'foreign_id': 8159, 'roll_size': '50', 'act_yard_cut_wt': '12.05', 'knit_style_base': 614, 'id': 6051, 'active': 1, 'version': 'BB', 'created_date': '2025-04-08'}",0.80,2025-09-11 18:01:12.663163,0,1,1,1.0,Required,9,,K2509007,Open,,6400,,,,
34269,lbs,,2025-11-28,,1,,6601,5,,,,11200,2025-10-17,2025-09-03 12:57:00.755907,0,2025-09-03 12:57:00.755907,,,"{'base_style': 'DFF446J', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'foreign_id': 716, 'active': 1, 'id': 765}",,9,44,7.35,"{'active': 1, 'id': 5107, 'created_date': '2024-01-31', 'version': 'B', 'act_yard_cut_wt': '10.22', 'knit_style_base': 765, 'foreign_id': 7079, 'roll_size': '50', 'target_yard_cut_wt': '8.75', 'created_time': '15:49:41.0976', 'modified': '2025-09-11 08:36:31.101736', 'price': '0.75'}",0.75,2025-09-08 22:09:12.40019,0,1,1,1.0,Required,9,,K2509006,Open,,11200,,,,
34268,lbs,,2025-10-31,,1,,6600,9,,,,2400,2025-10-06,2025-09-03 12:55:30.164274,0,2025-09-03 12:55:30.164274,,,"{'base_style': '3009OW', 'qs_customer': 'NSAP - NATIONAL SAFETY APPAREL', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'active': 1, 'id': 2399, 'foreign_id': 4015}",,9,120,1.24,"{'act_yard_cut_wt': '8.36', 'knit_style_base': 2399, 'active': 1, 'id': 4333, 'created_date': '2023-03-10', 'version': '0', 'target_yard_cut_wt': '7.80', 'created_time': '14:20:06.0442', 'modified': '2023-09-29 08:09:09.117619', 'price': '0.40', 'foreign_id': 6167, 'roll_size': '50'}",0.40,2025-09-03 12:55:30.164274,0,1,1,4.0,Required,9,,K2509005,Open,,2400,,,,
34262,lbs,486.5,2025-09-24,,1,1033.9,6599,5,254.1,,,459.2,2025-09-03,2025-09-03 09:57:22.578535,1290.8,2025-09-03 09:57:22.578535,,,"{'base_style': 'C1B4584A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3255, 'active': 1, 'foreign_id': 5148}",,52,,1.42521,"{'foreign_id': 8526, 'roll_size': '250', 'created_time': '09:48:44.861047', 'target_yard_cut_wt': '28.60', 'price': '0.85', 'modified': '2025-09-09 08:59:40.195162', 'active': 1, 'id': 6356, 'version': '2', 'created_date': '2025-09-03', 'act_yard_cut_wt': '29.60', 'knit_style_base': 3255}",0.85,2025-09-13 07:56:10.575648,0,19,1,,Required,52,,K2509004,Open,,1750,,,9072.0,
34260,lbs,,2025-09-03,,1,68.1,6598,52,23.7,SSB Sample (CIB3941-1),,5.6,2025-09-03,2025-09-03 09:13:03.094686,44.4,2025-09-03 09:13:03.094686,,,"{'id': 3464, 'active': 1, 'foreign_id': 5401, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'C1B4760A'}",,52,,2.80296,"{'created_date': '2025-07-03', 'version': '3', 'id': 6214, 'active': 1, 'knit_style_base': 3464, 'act_yard_cut_wt': '25.00', 'roll_size': '50', 'foreign_id': 8360, 'modified': '2025-09-11 13:40:14.510635', 'price': '0.85', 'target_yard_cut_wt': '22.60', 'created_time': '15:00:28.046943'}",0.85,2025-09-05 08:06:11.560263,0,19,1,,,52,,K2509003,Open,,50,,,9070.0,
34237,lbs,,2025-09-16,,1,,6597,80,,,,65,2025-09-04,2025-09-02 13:32:08.354335,0,2025-09-02 13:32:08.354335,,,"{'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE4804A', 'foreign_id': 5483, 'active': 1, 'id': 3527}",,80,221,1.494674,"{'modified': '2025-09-12 15:32:07.060219', 'price': '1.25', 'target_yard_cut_wt': '27.7', 'created_time': '13:04:39.2764', 'roll_size': '65', 'foreign_id': 8523, 'knit_style_base': 3527, 'act_yard_cut_wt': '24.05', 'created_date': '2025-09-02', 'version': '1', 'active': 1, 'id': 6353}",1.25,2025-09-12 09:34:07.837238,0,16,1,,Required,80,,K2509002,Open,,65,,,9067.0,45436
34236,lbs,516.4,2025-09-05,,1,,6596,10,,WL Gore / MR Trial,,0,2025-09-04,2025-09-02 12:33:18.417817,516.4,2025-09-02 12:33:18.417817,,,"{'qs_customer': 'WLGO - W.L. GORE & ASSOCIATES, INC', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'KBDU600K', 'active': 1, 'id': 2980, 'foreign_id': 4793}",,10,,42.1,"{'target_yard_cut_wt': '4.10', 'created_time': '15:34:24.514573', 'modified': '2025-09-11 08:23:56.315228', 'price': '1.25', 'foreign_id': 8522, 'roll_size': '74', 'act_yard_cut_wt': '4.0', 'knit_style_base': 2980, 'active': 1, 'id': 6352, 'created_date': '2025-08-29', 'version': '1TMR'}",1.25,2025-09-11 19:56:09.799299,0,2,1,,,10,,K2509001,Open,,444,,,9066.0,
34196,lbs,,2025-10-17,,1,,6595,9,,,,3200,2025-09-05,2025-08-29 09:31:04.832226,0,2025-08-29 09:31:04.832226,,,"{'foreign_id': 221, 'active': 1, 'id': 691, 'base_style': '721SM0627', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",,9,45,4.03823,"{'knit_style_base': 691, 'act_yard_cut_wt': '29.04', 'version': '1', 'created_date': '2020-08-25', 'id': 1767, 'active': 1, 'price': '0.60', 'modified': '2024-02-22 08:45:10.369645', 'created_time': '11:46:10.770839', 'target_yard_cut_wt': '24.5', 'roll_size': '80', 'foreign_id': 2912}",0.60,2025-08-29 09:31:55.958763,0,1,1,3.0,Required,9,,K2508092,Open,,3200,,,9064.0,
34173,lbs,313.5,2025-09-05,,1,7.1,6594,9,7.1,,,886.5,2025-08-29,2025-08-28 11:02:20.582663,313.5,2025-08-28 11:02:20.582663,,,"{'base_style': 'CF5506', 'created_time': None, 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 3429, 'active': 1, 'foreign_id': 5357}",,9,83,5.13,"{'price': '1.00', 'modified': '2025-09-05 08:19:56.998818', 'created_time': '08:31:08.3781', 'target_yard_cut_wt': '8.35', 'roll_size': '50', 'foreign_id': 8271, 'knit_style_base': 3429, 'act_yard_cut_wt': '8.80', 'version': '0', 'created_date': '2025-05-30', 'id': 6137, 'active': 1}",1.00,2025-09-10 12:56:10.055261,0,1,1,4.0,Required,9,,K2508091,Open,,1200,,,,
34167,lbs,248,2025-10-03,2025-10-03,1,1754.7,6593,5,113.2,,,2110.5,2025-09-08,2025-08-27 17:05:01.488735,1889.5,2025-08-27 17:05:01.488735,,,"{'id': 1317, 'active': 1, 'foreign_id': 2587, 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CT3085'}",,72,186,1.25512,"{'created_date': '2025-08-27', 'version': '1DU', 'active': 1, 'id': 6350, 'knit_style_base': 1317, 'act_yard_cut_wt': '16.45', 'roll_size': '250', 'foreign_id': 8520, 'modified': '2025-09-05 10:29:27.595864', 'price': '0.85', 'target_yard_cut_wt': '17.80', 'created_time': '17:00:46.713544'}",0.85,2025-09-12 11:56:22.875967,0,19,1,,Required,72,,K2508090,Open,,4000,,,9061.0,
34160,lbs,,2025-11-28,2025-11-28,1,1884.0,6592,5,279.1,,,14395.1,2025-08-28,2025-08-27 14:18:58.368858,1604.9,2025-08-27 14:18:58.368858,,,"{'id': 2257, 'active': 1, 'foreign_id': 3841, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE3050'}",,72,135,1.45697,"{'target_yard_cut_wt': '31.00', 'created_time': '09:36:03.462027', 'modified': '2025-09-02 13:35:45.714638', 'price': '1.25', 'foreign_id': 8418, 'roll_size': '250', 'act_yard_cut_wt': '33.75', 'knit_style_base': 2257, 'active': 1, 'id': 6261, 'created_date': '2025-07-23', 'version': '1CU'}",1.25,2025-09-09 20:01:14.27589,0,19,1,,Complete,72,,K2508089,Open,,16000,,,9057.0,
34155,lbs,,2025-10-31,2025-10-31,1,,6591,72,,,,500,2025-10-13,2025-08-27 13:07:17.250131,0,2025-08-27 13:07:17.250131,,,"{'active': 1, 'id': 2067, 'foreign_id': 3605, 'base_style': 'CEE2750', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,,1.53182,"{'active': 1, 'id': 6345, 'created_date': '2025-08-27', 'version': '1L', 'act_yard_cut_wt': '41.04', 'knit_style_base': 2067, 'foreign_id': 8515, 'roll_size': '250', 'target_yard_cut_wt': '36.50', 'created_time': '12:58:40.093028', 'modified': '2025-08-27 12:58:40.093028', 'price': '1.25'}",1.25,2025-08-27 13:08:02.275632,0,19,1,,Required,72,,K2508088,Open,,500,,,9056.0,
34154,lbs,,2025-10-31,2025-10-31,1,,6590,72,,,,5750,2025-10-01,2025-08-27 13:04:36.222381,0,2025-08-27 13:04:36.222381,,,"{'foreign_id': 3603, 'active': 1, 'id': 2064, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'base_style': 'CEE2748'}",,72,,1.53623,"{'version': '1D', 'created_date': '2025-08-27', 'id': 6344, 'active': 1, 'knit_style_base': 2064, 'act_yard_cut_wt': '42.50', 'roll_size': '250', 'foreign_id': 8514, 'price': '1.25', 'modified': '2025-09-12 14:57:32.26296', 'created_time': '12:57:43.31588', 'target_yard_cut_wt': '39.00'}",1.25,2025-09-12 15:02:15.50397,0,19,1,,Required,72,,K2508087,Open,,5750,,,9055.0,
34153,lbs,,2025-10-31,2025-10-31,1,,6589,72,,,,2000,2025-10-01,2025-08-27 13:00:48.260541,0,2025-08-27 13:00:48.260541,,,"{'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE2746', 'id': 2063, 'active': 1, 'foreign_id': 3602}",,72,,1.53623,"{'knit_style_base': 2063, 'act_yard_cut_wt': '41.98', 'version': '1L', 'created_date': '2025-08-27', 'id': 6343, 'active': 1, 'price': '1.25', 'modified': '2025-09-12 14:06:32.136172', 'created_time': '12:56:38.640032', 'target_yard_cut_wt': '39.00', 'roll_size': '250', 'foreign_id': 8513}",1.25,2025-09-12 14:10:10.63889,0,19,1,,Required,72,,K2508086,Open,,2000,,,9054.0,
34149,lbs,687.2,2025-09-12,,1,,6588,9,42,,,704.8,2025-08-28,2025-08-27 11:57:39.844006,687.2,2025-08-27 11:57:39.844006,,,"{'qs_customer': 'LONG - LONGWORTH IND.', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': '2094', 'active': 1, 'id': 1662, 'foreign_id': 3065}",,9,22,2.50402,"{'knit_style_base': 1662, 'act_yard_cut_wt': '15.60', 'created_date': '2025-08-27', 'version': '1', 'id': 6342, 'active': 1, 'modified': '2025-08-27 11:50:46.259834', 'price': '0.60', 'target_yard_cut_wt': '17.25', 'created_time': '11:50:46.259834', 'roll_size': '58', 'foreign_id': 8512}",0.60,2025-09-12 14:06:28.521046,0,1,1,4.0,Required,9,,K2508085,Open,,1392,,,,
34146,lbs,90.3,2025-09-05,,1,13.8,6587,9,163.8,,,109.7,2025-08-28,2025-08-27 10:00:12.463211,90.3,2025-08-27 10:00:12.463211,,,"{'foreign_id': 5240, 'id': 3337, 'active': 1, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'base_style': 'CF5476'}",,9,88,0,"{'foreign_id': 8041, 'roll_size': '50', 'target_yard_cut_wt': '9.15', 'created_time': '10:41:35.293498', 'modified': '2025-09-09 08:20:34.390683', 'price': '1.00', 'id': 5950, 'active': 1, 'created_date': '2025-02-17', 'version': '0', 'act_yard_cut_wt': '9.20', 'knit_style_base': 3337}",1.00,2025-09-12 19:01:12.681085,0,1,1,1.0,Required,9,,K2508084,Open,,200,,,,
33438,lbs,982,2025-10-30,2025-10-30,1,4558,6586,72,15,,,18225,2025-08-27,2025-08-27 08:50:34.643899,5525,2025-08-27 08:50:34.643899,,,"{'base_style': 'C1B4313A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 4695, 'active': 1, 'id': 2906}",,72,187,2.5589,"{'target_yard_cut_wt': '34.5', 'created_time': '10:06:27.051648', 'modified': '2025-08-06 10:08:12.682026', 'price': '0.85', 'foreign_id': 8452, 'roll_size': '250', 'act_yard_cut_wt': '34.20', 'knit_style_base': 2906, 'active': 1, 'id': 6293, 'created_date': '2025-08-06', 'version': '3RECU'}",0.85,2025-09-12 15:56:09.346557,0,19,1,,Complete,72,6464.0,K2508083,Open,,23750,,,8902.0,45301
34140,lbs,,2025-08-29,,1,,6585,80,,,,100,2025-08-27,2025-08-26 16:30:51.111224,0,2025-08-26 16:30:51.111224,,,"{'foreign_id': 5414, 'active': 1, 'id': 3470, 'base_style': 'CF5513', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None}",,80,66,4.86572,"{'modified': '2025-08-26 16:37:31.318238', 'price': '2.00', 'target_yard_cut_wt': '7.80', 'created_time': '16:13:40.326667', 'roll_size': '50', 'foreign_id': 8510, 'knit_style_base': 3470, 'act_yard_cut_wt': '7.70', 'created_date': '2025-08-26', 'version': 'T', 'id': 6341, 'active': 1}",2.00,2025-09-12 11:37:21.488137,0,16,1,,Required,80,,K2508082,Open,,100,,,9050.0,45410
34113,lbs,25.3,2025-08-29,,1,,6584,9,,,,0,2025-08-27,2025-08-25 12:06:34.979301,25.3,2025-08-25 12:06:34.979301,,,"{'foreign_id': 5480, 'active': 1, 'id': 3525, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'base_style': 'CF5528'}",,9,65,0.253628,"{'roll_size': '25', 'foreign_id': 8507, 'modified': '2025-08-29 09:35:22.861607', 'price': '0.60', 'target_yard_cut_wt': '9.10', 'created_time': '08:47:31.670632', 'created_date': '2025-08-25', 'version': '0', 'active': 1, 'id': 6338, 'knit_style_base': 3525, 'act_yard_cut_wt': '10.45'}",0.60,2025-08-28 22:31:12.655856,0,1,1,4.0,Required,9,,K2508081,Open,,25,,,,
34112,lbs,1178.8,2025-09-12,2025-09-12,1,19.6,6583,72,105.8,,,571.2,2025-09-01,2025-08-25 12:06:22.014942,1178.8,2025-08-25 12:06:22.014942,,,"{'base_style': 'C2B3237', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'foreign_id': 2921, 'id': 1552, 'active': 1}",,72,199,1.43968,"{'created_time': '15:50:38.258385', 'target_yard_cut_wt': '30.50', 'price': '0.85', 'modified': '2025-09-09 08:52:53.395795', 'foreign_id': 8155, 'roll_size': '250', 'act_yard_cut_wt': '30.5', 'knit_style_base': 1552, 'active': 1, 'id': 6048, 'version': '3B', 'created_date': '2025-04-03'}",0.85,2025-09-13 07:11:11.868448,0,19,1,,Required,72,,K2508080,Open,,1750,,,9048.0,45403
34111,lbs,,2025-08-29,,1,,6582,9,,,,500,2025-08-27,2025-08-25 12:04:57.185214,0,2025-08-25 12:04:57.185214,,,"{'active': 1, 'id': 3524, 'foreign_id': 5479, 'base_style': 'CF5527', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,9,44,0,"{'id': 6337, 'active': 1, 'created_date': '2025-08-25', 'version': '0', 'act_yard_cut_wt': None, 'knit_style_base': 3524, 'foreign_id': 8506, 'roll_size': '50', 'target_yard_cut_wt': '8.40', 'created_time': '08:39:02.857798', 'modified': '2025-08-25 11:48:39.38107', 'price': '0.60'}",0.60,2025-08-25 12:07:04.027001,0,1,1,4.0,Required,9,,K2508079,Open,,500,,,,
34109,lbs,,2025-09-26,,1,,6581,9,,,,800,2025-08-26,2025-08-25 11:18:27.593672,0,2025-08-25 11:18:27.593672,,,"{'foreign_id': 4991, 'id': 3132, 'active': 1, 'base_style': '1924', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'LONG - LONGWORTH IND.'}",,9,57,9.518815,"{'version': '0', 'created_date': '2024-09-05', 'active': 1, 'id': 5607, 'knit_style_base': 3132, 'act_yard_cut_wt': None, 'roll_size': '50', 'foreign_id': 7641, 'price': '1.25', 'modified': '2025-08-27 08:28:01.048211', 'created_time': '14:02:37.247303', 'target_yard_cut_wt': '11.30'}",1.25,2025-08-28 08:33:54.309172,0,1,1,1.0,Required,9,,K2508078,Open,,800,,,,
34086,lbs,,2025-09-05,2025-09-05,1,790.9,6580,72,22.9,,,0,2025-08-25,2025-08-22 11:28:31.981894,768,2025-08-22 11:28:31.981894,,,"{'base_style': 'C1B4139A', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'id': 2725, 'active': 1, 'foreign_id': 4448}",,72,194,2.54499,"{'roll_size': '250', 'foreign_id': 8501, 'price': '0.85', 'modified': '2025-09-04 13:36:53.196793', 'created_time': '14:38:28.589309', 'target_yard_cut_wt': '15.00', 'version': '1B', 'created_date': '2025-08-19', 'active': 1, 'id': 6332, 'knit_style_base': 2725, 'act_yard_cut_wt': '17.55'}",0.85,2025-09-03 14:21:12.545664,0,19,1,,Complete,72,,K2508077,Open,,750,,,9046.0,
34084,lbs,,2025-09-12,2025-09-12,1,1490.6,6579,72,87.5,,,96.9000000000001,2025-08-25,2025-08-22 11:14:24.469183,1403.1,2025-08-22 11:14:24.469183,,,"{'foreign_id': 831, 'active': 1, 'id': 250, 'base_style': 'CT2222', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None}",,72,199,2.10848,"{'foreign_id': 8505, 'roll_size': '250', 'created_time': '10:48:50.637651', 'target_yard_cut_wt': '18.25', 'price': '0.85', 'modified': '2025-09-04 13:12:05.110316', 'id': 6336, 'active': 1, 'version': '1AT', 'created_date': '2025-08-22', 'act_yard_cut_wt': '21.05', 'knit_style_base': 250}",0.85,2025-09-04 17:06:13.665984,0,19,1,,Complete,72,,K2508076,Open,,1500,,,9045.0,
34083,lbs,746,2025-10-31,2025-10-31,1,17.3,6578,5,265.3,,,7754,2025-08-27,2025-08-22 11:10:12.207924,746,2025-08-22 11:10:12.207924,,,"{'base_style': 'C1B4125A', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'qs_customer': 'CTIC - CREATIVE TICKING', 'created_time': None, 'foreign_id': 4806, 'id': 2991, 'active': 1}",,72,197,2.49394,"{'target_yard_cut_wt': '19', 'created_time': '11:07:12.510032', 'modified': '2025-09-08 16:43:05.495307', 'price': '0.85', 'foreign_id': 8074, 'roll_size': '250', 'act_yard_cut_wt': '18.85', 'knit_style_base': 2991, 'id': 5978, 'active': 1, 'created_date': '2025-03-06', 'version': '1T'}",0.85,2025-09-12 22:51:12.602266,0,19,1,,Required,72,,K2508075,Open,,8500,,,9044.0,45432
34079,lbs,,2025-08-29,2025-08-29,1,700.1,6577,72,44.6,,,344.5,2025-08-22,2025-08-21 16:14:36.388713,655.5,2025-08-21 16:14:36.388713,,,"{'active': 1, 'id': 1495, 'foreign_id': 2853, 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'base_style': 'CEE3267'}",,72,221,2.87499,"{'id': 6305, 'active': 1, 'created_date': '2025-08-11', 'version': '3CEL', 'act_yard_cut_wt': '29.15', 'knit_style_base': 1495, 'foreign_id': 8469, 'roll_size': '250', 'target_yard_cut_wt': '26.00', 'created_time': '13:33:55.13273', 'modified': '2025-08-21 16:10:55.637199', 'price': '1.25'}",1.20,2025-09-03 21:16:10.266054,0,19,1,,Complete,72,,K2508074,Open,,1000,,,9043.0,45390
34075,lbs,517,2025-09-12,2025-09-12,1,1896.7,6576,72,12.7,,,349,2025-08-25,2025-08-21 15:47:08.459959,2401,2025-08-21 15:47:08.459959,,,"{'active': 1, 'id': 2999, 'foreign_id': 4821, 'base_style': 'C1B4374A', 'created_time': None, 'qs_customer': 'CTIC - CREATIVE TICKING', 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC'}",,72,195,4.39475,"{'knit_style_base': 2999, 'act_yard_cut_wt': '26.00', 'version': '1H', 'created_date': '2025-08-21', 'active': 1, 'id': 6335, 'price': '0.85', 'modified': '2025-09-11 11:42:52.182184', 'created_time': '15:43:38.162484', 'target_yard_cut_wt': '26.40', 'roll_size': '250', 'foreign_id': 8504}",0.85,2025-09-12 10:56:09.585662,0,19,1,,Complete,72,,K2508073,Open,,2750,,,9042.0,
34069,lbs,,2025-09-05,,1,143.5,6575,9,5.3,,,11.8,2025-08-25,2025-08-21 13:39:44.788745,138.2,2025-08-21 13:39:44.788745,,,"{'foreign_id': 5008, 'active': 1, 'id': 3287, 'qs_custodianship': 'CFAB - CREATIVE FABRIC SERVICE, LLC', 'created_time': None, 'qs_customer': 'CHTR - CHAPMAN TRADING COMPANY', 'base_style': 'CF5430'}",,9,65,0.22562,"{'roll_size': '30', 'foreign_id': 7677, 'modified': '2025-08-25 12:48:50.606575', 'price': '0.50', 'target_yard_cut_wt': '14.00', 'created_time': '09:37:23.286787', 'created_date': '2024-09-18', 'version': '0', 'id': 5874, 'active': 1, 'knit_style_base': 3287, 'act_yard_cut_wt': '11.00'}",0.50,2025-08-26 19:26:10.741144,0,1,1,4.0,Required,9,,K2508072,Open,,150,,ML81924-H,,
